vehicle_id,enter_time_s,departure_time_s,travel_time_s,accumulated_waiting_time_s,waiting_fraction,completed_trip
134435_411_0,25275.0,25287.0,12.0,0.0,0.0,True
108236_400_0,25277.0,25289.0,12.0,0.0,0.0,True
146536_416_0,25277.0,25289.0,12.0,0.0,0.0,True
110905_401_0,25279.0,25290.0,11.0,0.0,0.0,True
118931_405_0,25279.0,25291.0,12.0,0.0,0.0,True
94647_393_0,25281.0,25292.0,11.0,0.0,0.0,True
157203_421_0,25281.0,25294.0,13.0,0.0,0.0,True
139731_413_0,25283.0,25296.0,13.0,0.0,0.0,True
148629_417_0,25285.0,25296.0,11.0,0.0,0.0,True
151372_418_0,25208.0,25301.0,93.0,50.0,0.5376,True
149029_417_0,25237.0,25302.0,65.0,38.0,0.5846,True
115444_403_0,25295.0,25306.0,11.0,0.0,0.0,True
130602_409_0,25269.0,25309.0,40.0,6.0,0.15,True
162814_422_0,25234.0,25310.0,76.0,37.0,0.4868,True
128446_408_0,25274.0,25312.0,38.0,0.0,0.0,True
136082_411_0,25278.0,25312.0,34.0,0.0,0.0,True
83516_390_0,25276.0,25314.0,38.0,0.0,0.0,True
85818_390_0,25281.0,25315.0,34.0,0.0,0.0,True
103540_397_0,25301.0,25316.0,15.0,0.0,0.0,True
113303_402_0,25284.0,25317.0,33.0,0.0,0.0,True
86583_391_0,25290.0,25323.0,33.0,0.0,0.0,True
120878_405_0,25292.0,25325.0,33.0,0.0,0.0,True
137244_412_0,25295.0,25325.0,30.0,0.0,0.0,True
85922_391_0,25294.0,25330.0,36.0,0.0,0.0,True
118963_405_0,25305.0,25335.0,30.0,0.0,0.0,True
106268_399_0,25285.0,25341.0,56.0,38.0,0.6786,True
137559_412_0,25285.0,25341.0,56.0,38.0,0.6786,True
133688_411_0,25287.0,25343.0,56.0,37.0,0.6607,True
162096_421_0,25307.0,25344.0,37.0,1.0,0.027,True
138220_412_0,25310.0,25350.0,40.0,0.0,0.0,True
142412_415_0,25308.0,25350.0,42.0,4.0,0.0952,True
136152_411_0,25314.0,25351.0,37.0,0.0,0.0,True
149973_417_0,25345.0,25358.0,13.0,0.0,0.0,True
133819_411_0,25348.0,25360.0,12.0,0.0,0.0,True
127662_407_0,25345.0,25361.0,16.0,0.0,0.0,True
161963_421_0,25353.0,25364.0,11.0,0.0,0.0,True
99716_396_0,25352.0,25364.0,12.0,0.0,0.0,True
175147_428_0,25325.0,25368.0,43.0,1.0,0.0233,True
130372_409_0,25328.0,25371.0,43.0,1.0,0.0233,True
167799_425_0,25328.0,25371.0,43.0,0.0,0.0,True
122154_406_0,25338.0,25372.0,34.0,0.0,0.0,True
104806_398_0,25330.0,25374.0,44.0,0.0,0.0,True
121429_406_0,25363.0,25380.0,17.0,0.0,0.0,True
146948_416_0,25354.0,25380.0,26.0,7.0,0.2692,True
140822_414_0,25360.0,25381.0,21.0,1.0,0.0476,True
134511_411_0,25365.0,25383.0,18.0,0.0,0.0,True
154120_420_0,25362.0,25383.0,21.0,0.0,0.0,True
111249_401_0,25367.0,25385.0,18.0,0.0,0.0,True
161648_421_0,25364.0,25385.0,21.0,0.0,0.0,True
109585_401_0,25366.0,25386.0,20.0,0.0,0.0,True
104556_397_0,25371.0,25387.0,16.0,0.0,0.0,True
125385_406_0,25372.0,25390.0,18.0,0.0,0.0,True
161721_421_0,25338.0,25390.0,52.0,9.0,0.1731,True
121091_405_0,25346.0,25391.0,45.0,8.0,0.1778,True
135138_411_0,25350.0,25391.0,41.0,1.0,0.0244,True
169772_426_0,25348.0,25393.0,45.0,4.0,0.0889,True
114183_402_0,25360.0,25394.0,34.0,0.0,0.0,True
150753_418_0,25352.0,25395.0,43.0,0.0,0.0,True
120618_405_0,25364.0,25396.0,32.0,0.0,0.0,True
148536_417_0,25362.0,25397.0,35.0,0.0,0.0,True
167170_425_0,25366.0,25399.0,33.0,0.0,0.0,True
137508_412_0,25368.0,25403.0,35.0,0.0,0.0,True
173487_427_0,25370.0,25405.0,35.0,0.0,0.0,True
162547_422_0,25372.0,25406.0,34.0,0.0,0.0,True
165043_423_0,25367.0,25407.0,40.0,0.0,0.0,True
171810_426_0,25373.0,25408.0,35.0,0.0,0.0,True
95948_394_0,25377.0,25410.0,33.0,0.0,0.0,True
163503_422_0,25376.0,25411.0,35.0,0.0,0.0,True
115620_403_0,25378.0,25412.0,34.0,0.0,0.0,True
127513_407_0,25379.0,25414.0,35.0,0.0,0.0,True
101928_396_0,25369.0,25421.0,52.0,29.0,0.5577,True
155579_420_0,25370.0,25422.0,52.0,28.0,0.5385,True
93126_392_0,25375.0,25422.0,47.0,27.0,0.5745,True
120308_405_0,25377.0,25423.0,46.0,27.0,0.587,True
117534_404_0,25373.0,25424.0,51.0,27.0,0.5294,True
113625_402_0,25379.0,25425.0,46.0,26.0,0.5652,True
117148_404_0,25376.0,25427.0,51.0,27.0,0.5294,True
139126_413_0,25380.0,25428.0,48.0,26.0,0.5417,True
140041_414_0,25404.0,25430.0,26.0,0.0,0.0,True
84424_390_0,25381.0,25431.0,50.0,6.0,0.12,True
119040_405_0,25387.0,25432.0,45.0,5.0,0.1111,True
100057_396_0,25385.0,25433.0,48.0,5.0,0.1042,True
163150_422_0,25394.0,25435.0,41.0,0.0,0.0,True
92315_392_0,25389.0,25435.0,46.0,4.0,0.087,True
105238_398_0,25396.0,25436.0,40.0,0.0,0.0,True
139080_413_0,25398.0,25437.0,39.0,0.0,0.0,True
106883_399_0,25409.0,25440.0,31.0,7.0,0.2258,True
141862_415_0,25412.0,25450.0,38.0,0.0,0.0,True
149846_417_0,25400.0,25450.0,50.0,7.0,0.14,True
100926_396_0,25402.0,25452.0,50.0,7.0,0.14,True
145157_416_0,25411.0,25453.0,42.0,3.0,0.0714,True
114134_402_0,25414.0,25454.0,40.0,0.0,0.0,True
154290_420_0,25432.0,25460.0,28.0,12.0,0.4286,True
116804_404_0,25412.0,25461.0,49.0,27.0,0.551,True
129330_408_0,25433.0,25461.0,28.0,7.0,0.25,True
144491_416_0,25418.0,25462.0,44.0,20.0,0.4545,True
107932_400_0,25427.0,25463.0,36.0,11.0,0.3056,True
114601_403_0,25420.0,25463.0,43.0,18.0,0.4186,True
137320_412_0,25415.0,25463.0,48.0,5.0,0.1042,True
148479_417_0,25424.0,25465.0,41.0,15.0,0.3659,True
106784_399_0,25427.0,25467.0,40.0,13.0,0.325,True
121832_406_0,25429.0,25470.0,41.0,2.0,0.0488,True
176093_428_0,25418.0,25471.0,53.0,9.0,0.1698,True
121964_406_0,25420.0,25472.0,52.0,9.0,0.1731,True
97739_395_0,25426.0,25472.0,46.0,1.0,0.0217,True
104968_398_0,25444.0,25474.0,30.0,0.0,0.0,True
117960_404_0,25434.0,25476.0,42.0,0.0,0.0,True
131495_410_0,25445.0,25478.0,33.0,0.0,0.0,True
89629_391_0,25447.0,25483.0,36.0,0.0,0.0,True
138516_412_0,25455.0,25485.0,30.0,0.0,0.0,True
129025_408_0,25457.0,25488.0,31.0,0.0,0.0,True
148120_417_0,25461.0,25497.0,36.0,0.0,0.0,True
119623_405_0,25436.0,25498.0,62.0,0.0,0.0,True
124133_406_0,25459.0,25498.0,39.0,0.0,0.0,True
140819_414_0,25463.0,25500.0,37.0,0.0,0.0,True
75513_386_0,25465.0,25501.0,36.0,0.0,0.0,True
140123_414_0,25469.0,25504.0,35.0,0.0,0.0,True
101974_396_0,25457.0,25505.0,48.0,0.0,0.0,True
156366_420_0,25467.0,25505.0,38.0,0.0,0.0,True
95712_394_0,25472.0,25505.0,33.0,0.0,0.0,True
129413_408_0,25461.0,25507.0,46.0,0.0,0.0,True
67983_381_0,25459.0,25507.0,48.0,0.0,0.0,True
145391_416_0,25467.0,25511.0,44.0,25.0,0.5682,True
145855_416_0,25470.0,25511.0,41.0,20.0,0.4878,True
153635_420_0,25461.0,25511.0,50.0,32.0,0.64,True
102805_396_0,25471.0,25512.0,41.0,20.0,0.4878,True
119004_405_0,25480.0,25513.0,33.0,10.0,0.303,True
161689_421_0,25468.0,25513.0,45.0,10.0,0.2222,True
164382_422_0,25470.0,25513.0,43.0,2.0,0.0465,True
100928_396_0,25473.0,25514.0,41.0,3.0,0.0732,True
159287_421_0,25504.0,25516.0,12.0,0.0,0.0,True
110527_401_0,25474.0,25520.0,46.0,6.0,0.1304,True
149073_417_0,25478.0,25520.0,42.0,18.0,0.4286,True
97374_395_0,25469.0,25521.0,52.0,9.0,0.1731,True
118661_405_0,25481.0,25522.0,41.0,0.0,0.0,True
142878_415_0,25478.0,25522.0,44.0,4.0,0.0909,True
61354_376_0,25487.0,25523.0,36.0,1.0,0.0278,True
121971_406_0,25489.0,25525.0,36.0,0.0,0.0,True
139795_413_0,25493.0,25526.0,33.0,0.0,0.0,True
162490_421_0,25485.0,25526.0,41.0,0.0,0.0,True
80409_388_0,25490.0,25526.0,36.0,0.0,0.0,True
137952_412_0,25494.0,25530.0,36.0,7.0,0.1944,True
154948_420_0,25505.0,25531.0,26.0,8.0,0.3077,True
175864_428_0,25491.0,25531.0,40.0,1.0,0.025,True
95692_394_0,25511.0,25532.0,21.0,3.0,0.1429,True
159698_421_0,25494.0,25533.0,39.0,0.0,0.0,True
160712_421_0,25515.0,25534.0,19.0,0.0,0.0,True
129661_409_0,25490.0,25536.0,46.0,5.0,0.1087,True
183802_431_0,25499.0,25536.0,37.0,0.0,0.0,True
119953_405_0,25491.0,25537.0,46.0,4.0,0.087,True
146065_416_0,25483.0,25537.0,54.0,9.0,0.1667,True
110033_401_0,25481.0,25538.0,57.0,28.0,0.4912,True
163672_422_0,25502.0,25538.0,36.0,0.0,0.0,True
124728_406_0,25492.0,25539.0,47.0,17.0,0.3617,True
130797_409_0,25483.0,25539.0,56.0,27.0,0.4821,True
126718_407_0,25486.0,25541.0,55.0,25.0,0.4545,True
136398_411_0,25495.0,25541.0,46.0,9.0,0.1957,True
126424_407_0,25488.0,25543.0,55.0,24.0,0.4364,True
128533_408_0,25497.0,25543.0,46.0,4.0,0.087,True
98410_395_0,25501.0,25543.0,42.0,5.0,0.119,True
145219_416_0,25501.0,25544.0,43.0,2.0,0.0465,True
133024_410_0,25507.0,25545.0,38.0,0.0,0.0,True
100304_396_0,25503.0,25547.0,44.0,0.0,0.0,True
139907_414_0,25536.0,25550.0,14.0,0.0,0.0,True
123765_406_0,25496.0,25551.0,55.0,6.0,0.1091,True
126197_407_0,25498.0,25551.0,53.0,13.0,0.2453,True
153383_420_0,25500.0,25551.0,51.0,10.0,0.1961,True
148199_417_0,25529.0,25552.0,23.0,2.0,0.087,True
131095_409_0,25533.0,25553.0,20.0,0.0,0.0,True
113597_402_0,25536.0,25555.0,19.0,0.0,0.0,True
95319_394_0,25514.0,25556.0,42.0,1.0,0.0238,True
130240_409_0,25498.0,25557.0,59.0,6.0,0.1017,True
164286_422_0,25517.0,25557.0,40.0,0.0,0.0,True
125917_406_0,25548.0,25558.0,10.0,0.0,0.0,True
131147_409_0,25502.0,25558.0,56.0,4.0,0.0714,True
134042_411_0,25519.0,25559.0,40.0,0.0,0.0,True
150442_418_0,25519.0,25560.0,41.0,4.0,0.0976,True
171615_426_0,25521.0,25562.0,41.0,2.0,0.0488,True
172151_426_0,25525.0,25562.0,37.0,0.0,0.0,True
96309_394_0,25508.0,25562.0,54.0,9.0,0.1667,True
117253_404_0,25523.0,25564.0,41.0,1.0,0.0244,True
99939_396_0,25526.0,25571.0,45.0,5.0,0.1111,True
137917_412_0,25531.0,25573.0,42.0,4.0,0.0952,True
151628_419_0,25537.0,25582.0,45.0,5.0,0.1111,True
81559_389_0,25538.0,25582.0,44.0,6.0,0.1364,True
153290_420_0,25541.0,25583.0,42.0,2.0,0.0476,True
128339_408_0,25543.0,25585.0,42.0,1.0,0.0238,True
168358_425_0,25539.0,25586.0,47.0,0.0,0.0,True
125962_406_0,25554.0,25587.0,33.0,0.0,0.0,True
137953_412_0,25549.0,25587.0,38.0,0.0,0.0,True
136669_411_0,25567.0,25594.0,27.0,9.0,0.3333,True
164112_422_0,25546.0,25597.0,51.0,5.0,0.098,True
80745_388_0,25533.0,25597.0,64.0,2.0,0.0312,True
119325_405_0,25562.0,25600.0,38.0,0.0,0.0,True
184119_431_0,25583.0,25601.0,18.0,1.0,0.0556,True
106037_399_0,25563.0,25603.0,40.0,2.0,0.05,True
144457_416_0,25535.0,25605.0,70.0,0.0,0.0,True
163382_422_0,25575.0,25605.0,30.0,0.0,0.0,True
151094_418_0,25558.0,25611.0,53.0,9.0,0.1698,True
116532_404_0,25580.0,25614.0,34.0,12.0,0.3529,True
157011_421_0,25564.0,25615.0,51.0,7.0,0.1373,True
102993_397_0,25586.0,25616.0,30.0,6.0,0.2,True
135158_411_0,25588.0,25616.0,28.0,7.0,0.25,True
171718_426_0,25554.0,25617.0,63.0,19.0,0.3016,True
157569_421_0,25568.0,25619.0,51.0,2.0,0.0392,True
135845_411_0,25544.0,25620.0,76.0,5.0,0.0658,True
73311_385_0,25573.0,25620.0,47.0,2.0,0.0426,True
137007_411_0,25565.0,25621.0,56.0,14.0,0.25,True
149870_417_0,25577.0,25630.0,53.0,18.0,0.3396,True
136800_411_0,25619.0,25632.0,13.0,0.0,0.0,True
150141_417_0,25589.0,25632.0,43.0,3.0,0.0698,True
126858_407_0,25599.0,25633.0,34.0,0.0,0.0,True
145336_416_0,25599.0,25633.0,34.0,0.0,0.0,True
154066_420_0,25592.0,25637.0,45.0,4.0,0.0889,True
129962_409_0,25623.0,25638.0,15.0,0.0,0.0,True
130601_409_0,25615.0,25641.0,26.0,8.0,0.3077,True
130800_409_0,25603.0,25641.0,38.0,9.0,0.2368,True
115551_403_0,25606.0,25642.0,36.0,14.0,0.3889,True
136839_411_0,25627.0,25643.0,16.0,0.0,0.0,True
83429_390_0,25609.0,25643.0,34.0,14.0,0.4118,True
120597_405_0,25573.0,25645.0,72.0,19.0,0.2639,True
129729_409_0,25570.0,25647.0,77.0,3.0,0.039,True
163004_422_0,25629.0,25649.0,20.0,0.0,0.0,True
167353_425_0,25603.0,25649.0,46.0,0.0,0.0,True
122916_406_0,25606.0,25650.0,44.0,0.0,0.0,True
149660_417_0,25628.0,25650.0,22.0,6.0,0.2727,True
144494_416_0,25631.0,25652.0,21.0,5.0,0.2381,True
149887_417_0,25618.0,25652.0,34.0,0.0,0.0,True
152517_419_0,25608.0,25652.0,44.0,0.0,0.0,True
102219_396_0,25616.0,25653.0,37.0,0.0,0.0,True
121463_406_0,25611.0,25654.0,43.0,2.0,0.0465,True
126699_407_0,25633.0,25654.0,21.0,2.0,0.0952,True
147215_416_0,25604.0,25654.0,50.0,9.0,0.18,True
153446_420_0,25625.0,25656.0,31.0,0.0,0.0,True
115445_403_0,25619.0,25657.0,38.0,0.0,0.0,True
153000_419_0,25636.0,25660.0,24.0,4.0,0.1667,True
151757_419_0,25612.0,25662.0,50.0,10.0,0.2,True
183244_431_0,25638.0,25662.0,24.0,3.0,0.125,True
133712_411_0,25581.0,25666.0,85.0,30.0,0.3529,True
100992_396_0,25619.0,25670.0,51.0,8.0,0.1569,True
136077_411_0,25612.0,25670.0,58.0,9.0,0.1552,True
117915_404_0,25621.0,25671.0,50.0,6.0,0.12,True
148994_417_0,25623.0,25672.0,49.0,4.0,0.0816,True
183534_431_0,25640.0,25672.0,32.0,8.0,0.25,True
115533_403_0,25643.0,25674.0,31.0,5.0,0.1613,True
139583_413_0,25625.0,25674.0,49.0,4.0,0.0816,True
152845_419_0,25632.0,25675.0,43.0,3.0,0.0698,True
172050_426_0,25655.0,25675.0,20.0,0.0,0.0,True
162832_422_0,25647.0,25676.0,29.0,4.0,0.1379,True
84905_390_0,25649.0,25677.0,28.0,3.0,0.1071,True
183577_431_0,25642.0,25679.0,37.0,0.0,0.0,True
111580_401_0,25640.0,25680.0,40.0,3.0,0.075,True
132695_410_0,25646.0,25681.0,35.0,0.0,0.0,True
149663_417_0,25671.0,25682.0,11.0,0.0,0.0,True
145229_416_0,25649.0,25684.0,35.0,0.0,0.0,True
140984_414_0,25669.0,25685.0,16.0,0.0,0.0,True
115970_403_0,25651.0,25687.0,36.0,0.0,0.0,True
145875_416_0,25645.0,25689.0,44.0,5.0,0.1136,True
129792_409_0,25592.0,25690.0,98.0,34.0,0.3469,True
142911_415_0,25583.0,25690.0,107.0,24.0,0.2243,True
118825_405_0,25585.0,25691.0,106.0,38.0,0.3585,True
127353_407_0,25594.0,25693.0,99.0,28.0,0.2828,True
123239_406_0,25606.0,25695.0,89.0,20.0,0.2247,True
148932_417_0,25650.0,25695.0,45.0,2.0,0.0444,True
155751_420_0,25596.0,25697.0,101.0,35.0,0.3465,True
160711_421_0,25653.0,25698.0,45.0,1.0,0.0222,True
169028_425_0,25661.0,25700.0,39.0,0.0,0.0,True
107063_400_0,25660.0,25701.0,41.0,3.0,0.0732,True
115499_403_0,25634.0,25701.0,67.0,22.0,0.3284,True
136394_411_0,25666.0,25702.0,36.0,0.0,0.0,True
158154_421_0,25651.0,25703.0,52.0,11.0,0.2115,True
130627_409_0,25664.0,25704.0,40.0,3.0,0.075,True
159995_421_0,25653.0,25704.0,51.0,7.0,0.1373,True
129342_408_0,25692.0,25706.0,14.0,0.0,0.0,True
122032_406_0,25668.0,25707.0,39.0,0.0,0.0,True
111352_401_0,25696.0,25709.0,13.0,0.0,0.0,True
142128_415_0,25678.0,25711.0,33.0,7.0,0.2121,True
156748_421_0,25670.0,25711.0,41.0,0.0,0.0,True
185399_432_0,25621.0,25717.0,96.0,33.0,0.3438,True
172599_426_0,25608.0,25718.0,110.0,26.0,0.2364,True
106720_399_0,25705.0,25719.0,14.0,0.0,0.0,True
137699_412_0,25707.0,25719.0,12.0,0.0,0.0,True
145274_416_0,25708.0,25721.0,13.0,0.0,0.0,True
67430_381_0,25640.0,25721.0,81.0,30.0,0.3704,True
134481_411_0,25604.0,25723.0,119.0,38.0,0.3193,True
173616_427_0,25657.0,25724.0,67.0,22.0,0.3284,True
142600_415_0,25659.0,25725.0,66.0,20.0,0.303,True
143002_415_0,25614.0,25726.0,112.0,33.0,0.2946,True
164298_422_0,25666.0,25726.0,60.0,17.0,0.2833,True
138240_412_0,25685.0,25727.0,42.0,0.0,0.0,True
161200_421_0,25669.0,25728.0,59.0,12.0,0.2034,True
171772_426_0,25682.0,25728.0,46.0,0.0,0.0,True
111993_401_0,25700.0,25730.0,30.0,14.0,0.4667,True
167388_425_0,25670.0,25731.0,61.0,15.0,0.2459,True
172273_426_0,25685.0,25731.0,46.0,18.0,0.3913,True
147412_416_0,25672.0,25732.0,60.0,15.0,0.25,True
147206_416_0,25694.0,25734.0,40.0,0.0,0.0,True
146142_416_0,25711.0,25735.0,24.0,4.0,0.1667,True
160004_421_0,25713.0,25737.0,24.0,3.0,0.125,True
160485_421_0,25699.0,25737.0,38.0,0.0,0.0,True
159332_421_0,25637.0,25738.0,101.0,31.0,0.3069,True
81109_389_0,25697.0,25738.0,41.0,0.0,0.0,True
168568_425_0,25617.0,25740.0,123.0,41.0,0.3333,True
74935_386_0,25723.0,25740.0,17.0,0.0,0.0,True
141027_414_0,25715.0,25742.0,27.0,0.0,0.0,True
101521_396_0,25650.0,25743.0,93.0,42.0,0.4516,True
156946_421_0,25610.0,25743.0,133.0,32.0,0.2406,True
132718_410_0,25676.0,25745.0,69.0,15.0,0.2174,True
145487_416_0,25639.0,25746.0,107.0,38.0,0.3551,True
144175_416_0,25707.0,25749.0,42.0,1.0,0.0238,True
114202_402_0,25707.0,25750.0,43.0,5.0,0.1163,True
130024_409_0,25716.0,25751.0,35.0,8.0,0.2286,True
165592_423_0,25698.0,25751.0,53.0,16.0,0.3019,True
98476_395_0,25718.0,25752.0,34.0,6.0,0.1765,True
175367_428_0,25717.0,25753.0,36.0,0.0,0.0,True
156448_420_0,25706.0,25755.0,49.0,5.0,0.102,True
91426_392_0,25722.0,25755.0,33.0,0.0,0.0,True
154752_420_0,25709.0,25758.0,49.0,5.0,0.102,True
172682_426_0,25737.0,25758.0,21.0,0.0,0.0,True
107400_400_0,25641.0,25761.0,120.0,32.0,0.2667,True
139035_413_0,25717.0,25761.0,44.0,22.0,0.5,True
138827_413_0,25722.0,25762.0,40.0,0.0,0.0,True
79851_387_0,25723.0,25763.0,40.0,19.0,0.475,True
136792_411_0,25740.0,25767.0,27.0,0.0,0.0,True
154816_420_0,25737.0,25767.0,30.0,2.0,0.0667,True
145735_416_0,25723.0,25770.0,47.0,6.0,0.1277,True
132148_410_0,25686.0,25772.0,86.0,23.0,0.2674,True
131253_409_0,25653.0,25773.0,120.0,54.0,0.45,True
129132_408_0,25655.0,25776.0,121.0,42.0,0.3471,True
164009_422_0,25735.0,25776.0,41.0,0.0,0.0,True
103722_397_0,25658.0,25777.0,119.0,39.0,0.3277,True
156401_420_0,25724.0,25780.0,56.0,15.0,0.2679,True
141742_415_0,25728.0,25781.0,53.0,13.0,0.2453,True
128382_408_0,25716.0,25782.0,66.0,27.0,0.4091,True
148872_417_0,25738.0,25783.0,45.0,0.0,0.0,True
172104_426_0,25755.0,25783.0,28.0,10.0,0.3571,True
173889_427_0,25749.0,25783.0,34.0,0.0,0.0,True
138541_412_0,25740.0,25786.0,46.0,0.0,0.0,True
91826_392_0,25732.0,25786.0,54.0,7.0,0.1296,True
112443_401_0,25742.0,25788.0,46.0,4.0,0.087,True
131143_409_0,25735.0,25788.0,53.0,5.0,0.0943,True
145534_416_0,25743.0,25789.0,46.0,21.0,0.4565,True
85853_391_0,25739.0,25791.0,52.0,4.0,0.0769,True
123398_406_0,25664.0,25793.0,129.0,49.0,0.3798,True
99386_396_0,25667.0,25794.0,127.0,45.0,0.3543,True
145192_416_0,25689.0,25796.0,107.0,43.0,0.4019,True
159733_421_0,25717.0,25799.0,82.0,27.0,0.3293,True
150982_418_0,25751.0,25800.0,49.0,8.0,0.1633,True
86606_391_0,25756.0,25802.0,46.0,8.0,0.1739,True
127924_407_0,25759.0,25804.0,45.0,6.0,0.1333,True
155578_420_0,25763.0,25805.0,42.0,5.0,0.119,True
160223_421_0,25753.0,25805.0,52.0,11.0,0.2115,True
165056_423_0,25768.0,25808.0,40.0,0.0,0.0,True
160390_421_0,25757.0,25812.0,55.0,11.0,0.2,True
163598_422_0,25752.0,25816.0,64.0,24.0,0.375,True
193213_435_0,25771.0,25821.0,50.0,12.0,0.24,True
142101_415_0,25771.0,25822.0,51.0,7.0,0.1373,True
90782_391_0,25721.0,25822.0,101.0,25.0,0.2475,True
148483_417_0,25760.0,25824.0,64.0,17.0,0.2656,True
186072_432_0,25775.0,25824.0,49.0,5.0,0.102,True
97088_395_0,25765.0,25826.0,61.0,9.0,0.1475,True
155604_420_0,25767.0,25828.0,61.0,6.0,0.0984,True
174965_428_0,25778.0,25828.0,50.0,4.0,0.08,True
182289_431_0,25784.0,25828.0,44.0,10.0,0.2273,True
161062_421_0,25726.0,25829.0,103.0,29.0,0.2816,True
85490_390_0,25786.0,25829.0,43.0,9.0,0.2093,True
176609_429_0,25782.0,25830.0,48.0,2.0,0.0417,True
160050_421_0,25747.0,25831.0,84.0,16.0,0.1905,True
174325_427_0,25788.0,25831.0,43.0,0.0,0.0,True
109448_401_0,25752.0,25833.0,81.0,55.0,0.679,True
153784_420_0,25743.0,25833.0,90.0,58.0,0.6444,True
139001_413_0,25764.0,25834.0,70.0,46.0,0.6571,True
171227_426_0,25746.0,25835.0,89.0,57.0,0.6404,True
130570_409_0,25771.0,25836.0,65.0,43.0,0.6615,True
156076_420_0,25749.0,25836.0,87.0,15.0,0.1724,True
130856_409_0,25808.0,25838.0,30.0,0.0,0.0,True
123430_406_0,25766.0,25840.0,74.0,34.0,0.4595,True
178737_430_0,25773.0,25842.0,69.0,11.0,0.1594,True
81826_389_0,25824.0,25842.0,18.0,0.0,0.0,True
131279_410_0,25791.0,25843.0,52.0,5.0,0.0962,True
137920_412_0,25798.0,25846.0,48.0,5.0,0.1042,True
158997_421_0,25792.0,25846.0,54.0,11.0,0.2037,True
141170_414_0,25811.0,25848.0,37.0,0.0,0.0,True
162562_422_0,25800.0,25849.0,49.0,3.0,0.0612,True
111313_401_0,25794.0,25852.0,58.0,5.0,0.0862,True
148257_417_0,25827.0,25852.0,25.0,3.0,0.12,True
198450_436_0,25789.0,25860.0,71.0,12.0,0.169,True
132261_410_0,25822.0,25864.0,42.0,0.0,0.0,True
163588_422_0,25829.0,25867.0,38.0,0.0,0.0,True
141469_415_0,25832.0,25868.0,36.0,0.0,0.0,True
164052_422_0,25834.0,25870.0,36.0,0.0,0.0,True
105770_399_0,25864.0,25874.0,10.0,0.0,0.0,True
158714_421_0,25861.0,25876.0,15.0,0.0,0.0,True
108740_400_0,25866.0,25894.0,28.0,0.0,0.0,True
168843_425_0,25860.0,25894.0,34.0,0.0,0.0,True
147033_416_0,25868.0,25895.0,27.0,0.0,0.0,True
125284_406_0,25866.0,25901.0,35.0,0.0,0.0,True
182594_431_0,25862.0,25902.0,40.0,3.0,0.075,True
153369_420_0,25876.0,25908.0,32.0,0.0,0.0,True
83512_390_0,25878.0,25910.0,32.0,0.0,0.0,True
187954_433_0,25870.0,25911.0,41.0,0.0,0.0,True
172178_426_0,25881.0,25913.0,32.0,0.0,0.0,True
147762_416_0,25885.0,25918.0,33.0,0.0,0.0,True
110628_401_0,25886.0,25919.0,33.0,0.0,0.0,True
110198_401_0,25883.0,25923.0,40.0,0.0,0.0,True
163833_422_0,25879.0,25924.0,45.0,0.0,0.0,True
131869_410_0,25893.0,25930.0,37.0,1.0,0.027,True
147231_416_0,25894.0,25931.0,37.0,0.0,0.0,True
