vehicle_id,enter_time_s,departure_time_s,travel_time_s,accumulated_waiting_time_s,custom_wait_s,time_loss_s,free_flow_time_s,delay_s,waiting_fraction,completed_trip,trip_status
56,26.0,218.0,192.0,13.0,22.0,41.746,,,0.1146,True,completed
89,61.0,220.0,159.0,12.0,12.0,26.977,,,0.0755,True,completed
230,117.0,230.0,113.0,0.0,0.0,8.625,,,0.0,True,completed
273,121.0,233.0,112.0,16.0,16.0,29.423,,,0.1429,True,completed
370,155.0,237.0,82.0,0.0,0.0,9.548,,,0.0,True,completed
257,122.0,239.0,117.0,0.0,0.0,14.977,,,0.0,True,completed
127,63.0,240.0,177.0,0.0,0.0,12.161,,,0.0,True,completed
57,26.0,240.0,214.0,27.0,50.0,72.348,,,0.2336,True,completed
161,71.0,242.0,171.0,32.0,32.0,47.003,,,0.1871,True,completed
236,116.0,243.0,127.0,34.0,34.0,49.088,,,0.2677,True,completed
355,149.0,243.0,94.0,4.0,4.0,15.658,,,0.0426,True,completed
247,119.0,246.0,127.0,32.0,32.0,48.476,,,0.252,True,completed
26,1.0,246.0,245.0,13.0,13.0,38.726,,,0.0531,True,completed
286,124.0,249.0,125.0,22.0,22.0,42.082,,,0.176,True,completed
152,66.0,251.0,185.0,20.0,20.0,35.324,,,0.1081,True,completed
141,63.0,253.0,190.0,0.0,14.0,27.413,,,0.0737,True,completed
207,102.0,254.0,152.0,19.0,19.0,40.202,,,0.125,True,completed
218,110.0,255.0,145.0,17.0,17.0,43.741,,,0.1172,True,completed
417,177.0,255.0,78.0,0.0,0.0,4.225,,,0.0,True,completed
91,61.0,255.0,194.0,21.0,21.0,43.822,,,0.1082,True,completed
187,88.0,257.0,169.0,1.0,1.0,16.751,,,0.0059,True,completed
145,65.0,258.0,193.0,0.0,0.0,27.583,,,0.0,True,completed
387,162.0,259.0,97.0,0.0,0.0,6.212,,,0.0,True,completed
259,121.0,263.0,142.0,0.0,0.0,12.662,,,0.0,True,completed
424,178.0,263.0,85.0,0.0,0.0,4.406,,,0.0,True,completed
504,184.0,264.0,80.0,0.0,0.0,6.611,,,0.0,True,completed
338,143.0,274.0,131.0,6.0,6.0,18.811,,,0.0458,True,completed
183,85.0,281.0,196.0,11.0,24.0,47.217,,,0.1224,True,completed
516,187.0,281.0,94.0,0.0,0.0,5.384,,,0.0,True,completed
188,88.0,284.0,196.0,14.0,14.0,29.325,,,0.0714,True,completed
258,121.0,284.0,163.0,10.0,13.0,32.525,,,0.0798,True,completed
412,174.0,284.0,110.0,14.0,15.0,25.779,,,0.1364,True,completed
123,63.0,286.0,223.0,0.0,0.0,14.139,,,0.0,True,completed
171,80.0,286.0,206.0,10.0,10.0,25.138,,,0.0485,True,completed
422,178.0,286.0,108.0,13.0,13.0,24.188,,,0.1204,True,completed
358,150.0,287.0,137.0,8.0,8.0,37.338,,,0.0584,True,completed
542,203.0,288.0,85.0,0.0,0.0,4.808,,,0.0,True,completed
11,1.0,289.0,288.0,0.0,4.0,26.131,,,0.0139,True,completed
475,181.0,289.0,108.0,11.0,11.0,22.564,,,0.1019,True,completed
416,177.0,290.0,113.0,0.0,0.0,16.965,,,0.0,True,completed
22,1.0,293.0,292.0,19.0,20.0,41.913,,,0.0685,True,completed
75,55.0,294.0,239.0,17.0,24.0,48.344,,,0.1004,True,completed
342,144.0,303.0,159.0,57.0,64.0,77.329,,,0.4025,True,completed
557,210.0,304.0,94.0,0.0,0.0,9.063,,,0.0,True,completed
195,92.0,309.0,217.0,5.0,5.0,24.35,,,0.023,True,completed
83,61.0,314.0,253.0,6.0,7.0,29.346,,,0.0277,True,completed
569,215.0,315.0,100.0,0.0,0.0,6.372,,,0.0,True,completed
239,117.0,320.0,203.0,21.0,21.0,36.623,,,0.1034,True,completed
288,123.0,321.0,198.0,31.0,42.0,75.022,,,0.2121,True,completed
261,121.0,322.0,201.0,29.0,30.0,57.396,,,0.1493,True,completed
289,124.0,323.0,199.0,29.0,29.0,62.775,,,0.1457,True,completed
500,183.0,324.0,141.0,0.0,0.0,15.881,,,0.0,True,completed
314,126.0,325.0,199.0,28.0,28.0,64.355,,,0.1407,True,completed
326,133.0,325.0,192.0,25.0,26.0,48.63,,,0.1354,True,completed
353,147.0,325.0,178.0,0.0,5.0,22.255,,,0.0281,True,completed
621,241.0,326.0,85.0,0.0,0.0,7.237,,,0.0,True,completed
168,77.0,327.0,250.0,2.0,36.0,58.568,,,0.144,True,completed
510,184.0,329.0,145.0,0.0,1.0,12.326,,,0.0069,True,completed
717,249.0,329.0,80.0,0.0,0.0,11.17,,,0.0,True,completed
93,61.0,329.0,268.0,4.0,8.0,32.736,,,0.0299,True,completed
86,61.0,331.0,270.0,0.0,0.0,30.825,,,0.0,True,completed
163,73.0,332.0,259.0,1.0,1.0,45.69,,,0.0039,True,completed
474,181.0,332.0,151.0,8.0,8.0,21.066,,,0.053,True,completed
679,243.0,332.0,89.0,0.0,0.0,6.374,,,0.0,True,completed
66,44.0,333.0,289.0,0.0,0.0,25.053,,,0.0,True,completed
197,94.0,334.0,240.0,0.0,2.0,22.925,,,0.0083,True,completed
327,133.0,335.0,202.0,25.0,43.0,59.509,,,0.2129,True,completed
121,63.0,336.0,273.0,0.0,9.0,28.81,,,0.033,True,completed
357,149.0,336.0,187.0,0.0,1.0,18.288,,,0.0053,True,completed
464,181.0,341.0,160.0,0.0,0.0,25.9,,,0.0,True,completed
58,28.0,341.0,313.0,0.0,0.0,22.98,,,0.0,True,completed
190,90.0,346.0,256.0,2.0,15.0,47.893,,,0.0586,True,completed
339,143.0,349.0,206.0,3.0,27.0,67.314,,,0.1311,True,completed
451,181.0,349.0,168.0,1.0,1.0,16.032,,,0.006,True,completed
499,183.0,351.0,168.0,8.0,8.0,36.648,,,0.0476,True,completed
73,51.0,355.0,304.0,0.0,0.0,24.255,,,0.0,True,completed
201,98.0,361.0,263.0,0.0,0.0,18.464,,,0.0,True,completed
529,195.0,361.0,166.0,0.0,17.0,28.671,,,0.1024,True,completed
82,61.0,363.0,302.0,2.0,11.0,36.734,,,0.0364,True,completed
212,106.0,364.0,258.0,0.0,0.0,19.143,,,0.0,True,completed
132,63.0,365.0,302.0,15.0,19.0,48.626,,,0.0629,True,completed
620,241.0,365.0,124.0,0.0,0.0,9.09,,,0.0,True,completed
47,12.0,366.0,354.0,37.0,53.0,83.896,,,0.1497,True,completed
165,74.0,369.0,295.0,0.0,3.0,28.911,,,0.0102,True,completed
489,183.0,369.0,186.0,50.0,75.0,99.991,,,0.4032,True,completed
194,92.0,370.0,278.0,7.0,9.0,36.287,,,0.0324,True,completed
46,11.0,370.0,359.0,48.0,52.0,90.008,,,0.1448,True,completed
756,267.0,375.0,108.0,11.0,11.0,20.747,,,0.1019,True,completed
20,1.0,380.0,379.0,0.0,3.0,35.093,,,0.0079,True,completed
381,160.0,380.0,220.0,0.0,0.0,25.791,,,0.0,True,completed
205,101.0,381.0,280.0,0.0,2.0,42.149,,,0.0071,True,completed
64,43.0,381.0,338.0,0.0,0.0,21.643,,,0.0,True,completed
748,261.0,381.0,120.0,4.0,4.0,23.191,,,0.0333,True,completed
2,1.0,383.0,382.0,33.0,33.0,60.856,,,0.0864,True,completed
364,152.0,383.0,231.0,13.0,17.0,42.79,,,0.0736,True,completed
52,18.0,383.0,365.0,44.0,47.0,74.192,,,0.1288,True,completed
754,265.0,384.0,119.0,20.0,20.0,35.377,,,0.1681,True,completed
490,183.0,385.0,202.0,40.0,55.0,101.572,,,0.2723,True,completed
216,108.0,386.0,278.0,31.0,32.0,57.836,,,0.1151,True,completed
694,243.0,387.0,144.0,14.0,14.0,29.992,,,0.0972,True,completed
587,223.0,388.0,165.0,32.0,47.0,84.979,,,0.2848,True,completed
611,236.0,388.0,152.0,30.0,41.0,79.659,,,0.2697,True,completed
294,123.0,389.0,266.0,19.0,27.0,59.883,,,0.1015,True,completed
703,243.0,389.0,146.0,0.0,0.0,8.714,,,0.0,True,completed
203,99.0,390.0,291.0,0.0,22.0,49.0,,,0.0756,True,completed
488,186.0,391.0,205.0,1.0,15.0,55.855,,,0.0732,True,completed
49,14.0,391.0,377.0,0.0,0.0,27.116,,,0.0,True,completed
106,61.0,392.0,331.0,9.0,35.0,64.777,,,0.1057,True,completed
615,238.0,392.0,154.0,1.0,3.0,20.958,,,0.0195,True,completed
76,56.0,392.0,336.0,8.0,20.0,48.317,,,0.0595,True,completed
222,111.0,393.0,282.0,0.0,0.0,24.145,,,0.0,True,completed
444,181.0,393.0,212.0,0.0,0.0,15.868,,,0.0,True,completed
648,241.0,395.0,154.0,28.0,28.0,40.522,,,0.1818,True,completed
515,188.0,396.0,208.0,27.0,41.0,61.842,,,0.1971,True,completed
916,303.0,397.0,94.0,0.0,0.0,8.001,,,0.0,True,completed
156,67.0,398.0,331.0,0.0,11.0,79.309,,,0.0332,True,completed
157,67.0,401.0,334.0,12.0,12.0,35.214,,,0.0359,True,completed
657,241.0,402.0,161.0,35.0,40.0,82.631,,,0.2484,True,completed
262,121.0,404.0,283.0,32.0,39.0,101.477,,,0.1378,True,completed
795,269.0,404.0,135.0,28.0,30.0,49.868,,,0.2222,True,completed
213,107.0,405.0,298.0,0.0,1.0,52.37,,,0.0034,True,completed
331,138.0,405.0,267.0,3.0,27.0,58.864,,,0.1011,True,completed
164,73.0,406.0,333.0,31.0,33.0,78.206,,,0.0991,True,completed
559,211.0,408.0,197.0,0.0,10.0,24.741,,,0.0508,True,completed
333,139.0,410.0,271.0,7.0,9.0,69.252,,,0.0332,True,completed
442,181.0,410.0,229.0,12.0,18.0,58.062,,,0.0786,True,completed
704,243.0,410.0,167.0,20.0,42.0,82.865,,,0.2515,True,completed
889,301.0,410.0,109.0,0.0,0.0,6.401,,,0.0,True,completed
167,76.0,412.0,336.0,6.0,12.0,47.507,,,0.0357,True,completed
178,83.0,412.0,329.0,0.0,54.0,104.651,,,0.1641,True,completed
394,169.0,412.0,243.0,0.0,0.0,15.917,,,0.0,True,completed
155,68.0,413.0,345.0,0.0,0.0,55.711,,,0.0,True,completed
225,112.0,414.0,302.0,2.0,2.0,24.207,,,0.0066,True,completed
637,241.0,416.0,175.0,13.0,13.0,37.506,,,0.0743,True,completed
447,181.0,417.0,236.0,0.0,35.0,56.008,,,0.1483,True,completed
680,243.0,417.0,174.0,12.0,12.0,40.887,,,0.069,True,completed
34,1.0,419.0,418.0,0.0,9.0,39.111,,,0.0215,True,completed
367,154.0,420.0,266.0,0.0,0.0,23.369,,,0.0,True,completed
180,84.0,421.0,337.0,0.0,92.0,141.623,,,0.273,True,completed
186,88.0,421.0,333.0,5.0,5.0,57.246,,,0.015,True,completed
359,150.0,425.0,275.0,0.0,32.0,57.125,,,0.1164,True,completed
287,124.0,426.0,302.0,5.0,5.0,32.244,,,0.0166,True,completed
401,170.0,426.0,256.0,0.0,12.0,49.854,,,0.0469,True,completed
546,205.0,426.0,221.0,3.0,17.0,56.311,,,0.0769,True,completed
791,267.0,427.0,160.0,27.0,32.0,81.927,,,0.2,True,completed
136,63.0,430.0,367.0,7.0,7.0,79.028,,,0.0191,True,completed
292,123.0,430.0,307.0,20.0,123.0,185.084,,,0.4007,True,completed
562,212.0,430.0,218.0,7.0,9.0,29.679,,,0.0413,True,completed
794,269.0,430.0,161.0,25.0,28.0,80.466,,,0.1739,True,completed
346,145.0,431.0,286.0,2.0,15.0,66.344,,,0.0524,True,completed
283,124.0,433.0,309.0,14.0,16.0,44.295,,,0.0518,True,completed
382,160.0,433.0,273.0,0.0,0.0,20.929,,,0.0,True,completed
425,179.0,433.0,254.0,0.0,18.0,38.987,,,0.0709,True,completed
356,148.0,436.0,288.0,16.0,48.0,118.633,,,0.1667,True,completed
955,305.0,436.0,131.0,27.0,27.0,42.018,,,0.2061,True,completed
492,183.0,437.0,254.0,12.0,15.0,113.882,,,0.0591,True,completed
405,173.0,438.0,265.0,17.0,31.0,94.753,,,0.117,True,completed
443,182.0,438.0,256.0,0.0,21.0,81.233,,,0.082,True,completed
388,163.0,440.0,277.0,0.0,0.0,72.873,,,0.0,True,completed
561,211.0,440.0,229.0,15.0,50.0,114.977,,,0.2183,True,completed
875,300.0,440.0,140.0,7.0,7.0,21.111,,,0.05,True,completed
519,188.0,441.0,253.0,0.0,0.0,25.81,,,0.0,True,completed
1000,318.0,442.0,124.0,8.0,8.0,18.948,,,0.0645,True,completed
228,115.0,442.0,327.0,9.0,20.0,56.614,,,0.0612,True,completed
414,175.0,443.0,268.0,30.0,30.0,52.65,,,0.1119,True,completed
540,202.0,444.0,242.0,3.0,3.0,34.439,,,0.0124,True,completed
96,61.0,444.0,383.0,0.0,9.0,35.485,,,0.0235,True,completed
244,118.0,446.0,328.0,0.0,14.0,37.796,,,0.0427,True,completed
786,267.0,447.0,180.0,2.0,15.0,49.173,,,0.0833,True,completed
1233,366.0,448.0,82.0,0.0,0.0,5.744,,,0.0,True,completed
153,66.0,449.0,383.0,2.0,4.0,34.74,,,0.0104,True,completed
285,124.0,449.0,325.0,7.0,21.0,64.478,,,0.0646,True,completed
462,181.0,450.0,269.0,11.0,27.0,55.473,,,0.1004,True,completed
284,123.0,451.0,328.0,7.0,12.0,42.553,,,0.0366,True,completed
856,292.0,451.0,159.0,8.0,8.0,32.086,,,0.0503,True,completed
368,154.0,452.0,298.0,0.0,130.0,155.527,,,0.4362,True,completed
45,11.0,452.0,441.0,0.0,18.0,68.295,,,0.0408,True,completed
585,222.0,453.0,231.0,2.0,11.0,43.486,,,0.0476,True,completed
988,315.0,453.0,138.0,16.0,16.0,27.344,,,0.1159,True,completed
1022,323.0,455.0,132.0,8.0,12.0,22.324,,,0.0909,True,completed
726,252.0,455.0,203.0,11.0,11.0,41.883,,,0.0542,True,completed
209,105.0,456.0,351.0,0.0,16.0,50.224,,,0.0456,True,completed
437,181.0,456.0,275.0,0.0,0.0,17.429,,,0.0,True,completed
471,181.0,457.0,276.0,3.0,22.0,46.199,,,0.0797,True,completed
522,190.0,458.0,268.0,13.0,53.0,80.73,,,0.1978,True,completed
65,43.0,459.0,416.0,0.0,10.0,51.426,,,0.024,True,completed
837,284.0,459.0,175.0,26.0,26.0,36.984,,,0.1486,True,completed
28,1.0,460.0,459.0,16.0,54.0,102.434,,,0.1176,True,completed
1115,348.0,461.0,113.0,29.0,29.0,37.558,,,0.2566,True,completed
843,285.0,461.0,176.0,23.0,40.0,101.111,,,0.2273,True,completed
198,95.0,462.0,367.0,0.0,2.0,38.364,,,0.0054,True,completed
78,57.0,462.0,405.0,2.0,3.0,58.436,,,0.0074,True,completed
1263,375.0,463.0,88.0,0.0,0.0,4.845,,,0.0,True,completed
278,122.0,463.0,341.0,9.0,12.0,40.79,,,0.0352,True,completed
176,82.0,465.0,383.0,0.0,14.0,61.484,,,0.0366,True,completed
42,6.0,465.0,459.0,0.0,18.0,87.095,,,0.0392,True,completed
910,301.0,465.0,164.0,7.0,20.0,39.414,,,0.122,True,completed
893,301.0,466.0,165.0,22.0,27.0,81.777,,,0.1636,True,completed
191,90.0,467.0,377.0,26.0,26.0,57.497,,,0.069,True,completed
393,168.0,467.0,299.0,18.0,33.0,129.414,,,0.1104,True,completed
407,173.0,467.0,294.0,18.0,18.0,44.324,,,0.0612,True,completed
670,243.0,468.0,225.0,0.0,27.0,48.742,,,0.12,True,completed
517,187.0,470.0,283.0,18.0,35.0,106.314,,,0.1237,True,completed
710,250.0,471.0,221.0,19.0,23.0,65.941,,,0.1041,True,completed
734,256.0,472.0,216.0,14.0,38.0,108.613,,,0.1759,True,completed
3,1.0,473.0,472.0,39.0,85.0,122.85,,,0.1801,True,completed
350,146.0,473.0,327.0,13.0,78.0,115.865,,,0.2385,True,completed
438,181.0,473.0,292.0,33.0,39.0,60.643,,,0.1336,True,completed
633,241.0,473.0,232.0,13.0,25.0,45.118,,,0.1078,True,completed
672,243.0,473.0,230.0,0.0,0.0,18.531,,,0.0,True,completed
311,125.0,475.0,350.0,0.0,21.0,54.353,,,0.06,True,completed
385,161.0,475.0,314.0,0.0,32.0,59.129,,,0.1019,True,completed
628,241.0,475.0,234.0,0.0,9.0,29.749,,,0.0385,True,completed
911,303.0,476.0,173.0,13.0,26.0,85.866,,,0.1503,True,completed
113,63.0,477.0,414.0,9.0,9.0,38.83,,,0.0217,True,completed
395,169.0,477.0,308.0,0.0,0.0,70.151,,,0.0,True,completed
979,312.0,477.0,165.0,12.0,18.0,81.164,,,0.1091,True,completed
486,183.0,478.0,295.0,4.0,37.0,98.941,,,0.1254,True,completed
691,243.0,478.0,235.0,0.0,13.0,39.781,,,0.0553,True,completed
901,301.0,478.0,177.0,0.0,22.0,37.926,,,0.1243,True,completed
173,80.0,479.0,399.0,72.0,78.0,140.337,,,0.1955,True,completed
32,1.0,479.0,478.0,0.0,11.0,49.391,,,0.023,True,completed
572,217.0,479.0,262.0,12.0,73.0,134.357,,,0.2786,True,completed
1202,363.0,480.0,117.0,0.0,0.0,7.241,,,0.0,True,completed
347,147.0,480.0,333.0,4.0,5.0,40.931,,,0.015,True,completed
857,292.0,481.0,189.0,25.0,25.0,51.385,,,0.1323,True,completed
860,293.0,481.0,188.0,12.0,22.0,69.562,,,0.117,True,completed
308,123.0,483.0,360.0,24.0,47.0,88.2,,,0.1306,True,completed
931,304.0,483.0,179.0,12.0,18.0,43.698,,,0.1006,True,completed
256,121.0,485.0,364.0,0.0,0.0,27.415,,,0.0,True,completed
965,308.0,485.0,177.0,0.0,26.0,47.706,,,0.1469,True,completed
1172,361.0,486.0,125.0,12.0,12.0,22.026,,,0.096,True,completed
465,181.0,486.0,305.0,3.0,16.0,52.475,,,0.0525,True,completed
411,175.0,489.0,314.0,0.0,16.0,38.676,,,0.051,True,completed
449,182.0,489.0,307.0,8.0,24.0,67.412,,,0.0782,True,completed
454,181.0,489.0,308.0,2.0,2.0,28.301,,,0.0065,True,completed
317,128.0,490.0,362.0,0.0,0.0,30.72,,,0.0,True,completed
384,161.0,490.0,329.0,58.0,59.0,85.456,,,0.1793,True,completed
1295,382.0,491.0,109.0,18.0,18.0,28.405,,,0.1651,True,completed
723,250.0,491.0,241.0,0.0,0.0,16.564,,,0.0,True,completed
1228,365.0,492.0,127.0,14.0,14.0,40.122,,,0.1102,True,completed
787,267.0,494.0,227.0,4.0,6.0,29.394,,,0.0264,True,completed
210,105.0,495.0,390.0,22.0,43.0,99.1,,,0.1103,True,completed
172,80.0,500.0,420.0,0.0,0.0,28.0,,,0.0,True,completed
360,151.0,500.0,349.0,0.0,8.0,98.12,,,0.0229,True,completed
750,262.0,500.0,238.0,29.0,49.0,118.576,,,0.2059,True,completed
1282,380.0,502.0,122.0,3.0,3.0,14.701,,,0.0246,True,completed
1285,381.0,502.0,121.0,29.0,29.0,39.838,,,0.2397,True,completed
336,142.0,502.0,360.0,3.0,8.0,58.378,,,0.0222,True,completed
1296,383.0,503.0,120.0,23.0,23.0,40.242,,,0.1917,True,completed
255,121.0,504.0,383.0,0.0,7.0,40.646,,,0.0183,True,completed
558,210.0,506.0,296.0,26.0,60.0,131.042,,,0.2027,True,completed
958,306.0,506.0,200.0,23.0,27.0,107.429,,,0.135,True,completed
653,241.0,507.0,266.0,0.0,0.0,22.182,,,0.0,True,completed
984,313.0,508.0,195.0,5.0,28.0,59.661,,,0.1436,True,completed
30,1.0,509.0,508.0,13.0,33.0,96.272,,,0.065,True,completed
1048,327.0,512.0,185.0,11.0,26.0,44.039,,,0.1405,True,completed
365,152.0,512.0,360.0,8.0,9.0,46.353,,,0.025,True,completed
636,241.0,512.0,271.0,7.0,11.0,61.982,,,0.0406,True,completed
930,303.0,512.0,209.0,23.0,29.0,85.446,,,0.1388,True,completed
249,121.0,513.0,392.0,4.0,17.0,77.262,,,0.0434,True,completed
1222,364.0,514.0,150.0,0.0,0.0,16.984,,,0.0,True,completed
229,113.0,514.0,401.0,10.0,14.0,48.231,,,0.0349,True,completed
606,235.0,514.0,279.0,22.0,39.0,107.798,,,0.1398,True,completed
320,129.0,515.0,386.0,6.0,32.0,105.594,,,0.0829,True,completed
769,267.0,515.0,248.0,4.0,4.0,25.248,,,0.0161,True,completed
8,1.0,515.0,514.0,15.0,42.0,82.369,,,0.0817,True,completed
713,247.0,516.0,269.0,22.0,41.0,118.58,,,0.1524,True,completed
97,61.0,517.0,456.0,7.0,7.0,41.114,,,0.0154,True,completed
1165,361.0,518.0,157.0,20.0,38.0,86.057,,,0.242,True,completed
666,243.0,518.0,275.0,1.0,1.0,19.566,,,0.0036,True,completed
801,270.0,518.0,248.0,2.0,5.0,68.84,,,0.0202,True,completed
537,200.0,519.0,319.0,3.0,12.0,68.344,,,0.0376,True,completed
570,216.0,519.0,303.0,0.0,9.0,87.212,,,0.0297,True,completed
1177,361.0,521.0,160.0,0.0,0.0,10.899,,,0.0,True,completed
675,243.0,521.0,278.0,13.0,65.0,94.922,,,0.2338,True,completed
879,301.0,521.0,220.0,0.0,0.0,17.479,,,0.0,True,completed
771,267.0,522.0,255.0,20.0,54.0,115.123,,,0.2118,True,completed
841,285.0,523.0,238.0,14.0,31.0,50.56,,,0.1303,True,completed
1446,421.0,525.0,104.0,6.0,6.0,15.981,,,0.0577,True,completed
1483,423.0,525.0,102.0,0.0,0.0,5.503,,,0.0,True,completed
1035,327.0,526.0,199.0,22.0,46.0,89.641,,,0.2312,True,completed
1092,338.0,527.0,189.0,9.0,10.0,35.46,,,0.0529,True,completed
354,148.0,528.0,380.0,0.0,36.0,75.84,,,0.0947,True,completed
720,249.0,528.0,279.0,0.0,5.0,40.113,,,0.0179,True,completed
671,243.0,529.0,286.0,37.0,45.0,96.504,,,0.1573,True,completed
509,184.0,530.0,346.0,19.0,33.0,81.42,,,0.0954,True,completed
1396,411.0,532.0,121.0,3.0,3.0,17.337,,,0.0248,True,completed
578,220.0,532.0,312.0,1.0,10.0,39.14,,,0.0321,True,completed
897,301.0,533.0,232.0,0.0,0.0,18.595,,,0.0,True,completed
1369,400.0,541.0,141.0,1.0,1.0,27.911,,,0.0071,True,completed
1248,370.0,542.0,172.0,0.0,3.0,40.911,,,0.0174,True,completed
613,237.0,544.0,307.0,5.0,53.0,82.556,,,0.1726,True,completed
683,243.0,544.0,301.0,21.0,21.0,51.126,,,0.0698,True,completed
923,303.0,545.0,242.0,10.0,19.0,48.797,,,0.0785,True,completed
1559,443.0,546.0,103.0,6.0,6.0,15.126,,,0.0583,True,completed
927,303.0,547.0,244.0,0.0,15.0,32.373,,,0.0615,True,completed
964,308.0,547.0,239.0,29.0,60.0,144.862,,,0.251,True,completed
1223,367.0,548.0,181.0,29.0,39.0,94.847,,,0.2155,True,completed
829,280.0,548.0,268.0,0.0,7.0,76.148,,,0.0261,True,completed
551,209.0,549.0,340.0,1.0,32.0,69.251,,,0.0941,True,completed
594,230.0,549.0,319.0,28.0,51.0,137.702,,,0.1599,True,completed
629,241.0,549.0,308.0,32.0,46.0,67.215,,,0.1494,True,completed
915,303.0,549.0,246.0,23.0,57.0,82.161,,,0.2317,True,completed
1205,365.0,550.0,185.0,29.0,46.0,87.219,,,0.2486,True,completed
970,310.0,550.0,240.0,29.0,58.0,139.504,,,0.2417,True,completed
322,129.0,551.0,422.0,0.0,15.0,79.549,,,0.0355,True,completed
323,129.0,551.0,422.0,0.0,0.0,31.048,,,0.0,True,completed
329,135.0,551.0,416.0,0.0,0.0,27.086,,,0.0,True,completed
1334,387.0,553.0,166.0,15.0,43.0,60.548,,,0.259,True,completed
947,303.0,553.0,250.0,4.0,4.0,44.198,,,0.016,True,completed
4,1.0,554.0,553.0,14.0,26.0,82.272,,,0.047,True,completed
1367,399.0,555.0,156.0,0.0,10.0,24.712,,,0.0641,True,completed
711,246.0,555.0,309.0,66.0,171.0,191.48,,,0.5534,True,completed
158,68.0,557.0,489.0,0.0,8.0,43.171,,,0.0164,True,completed
773,267.0,557.0,290.0,3.0,41.0,100.221,,,0.1414,True,completed
983,313.0,557.0,244.0,22.0,52.0,124.147,,,0.2131,True,completed
386,162.0,558.0,396.0,25.0,37.0,99.128,,,0.0934,True,completed
738,262.0,558.0,296.0,64.0,97.0,147.32,,,0.3277,True,completed
999,318.0,559.0,241.0,22.0,47.0,124.659,,,0.195,True,completed
1120,350.0,560.0,210.0,22.0,33.0,104.533,,,0.1571,True,completed
1663,466.0,560.0,94.0,7.0,7.0,21.543,,,0.0745,True,completed
665,243.0,560.0,317.0,0.0,6.0,48.505,,,0.0189,True,completed
724,256.0,560.0,304.0,4.0,10.0,108.97,,,0.0329,True,completed
468,181.0,561.0,380.0,13.0,44.0,101.161,,,0.1158,True,completed
487,183.0,561.0,378.0,0.0,6.0,72.03,,,0.0159,True,completed
1562,445.0,562.0,117.0,27.0,27.0,36.659,,,0.2308,True,completed
822,277.0,563.0,286.0,1.0,2.0,51.13,,,0.007,True,completed
118,63.0,564.0,501.0,27.0,41.0,93.732,,,0.0818,True,completed
1627,453.0,564.0,111.0,21.0,21.0,31.784,,,0.1892,True,completed
246,119.0,564.0,445.0,42.0,42.0,84.844,,,0.0944,True,completed
528,193.0,564.0,371.0,10.0,29.0,81.273,,,0.0782,True,completed
1209,363.0,565.0,202.0,17.0,17.0,33.71,,,0.0842,True,completed
409,173.0,565.0,392.0,0.0,0.0,64.961,,,0.0,True,completed
639,241.0,566.0,325.0,2.0,46.0,76.558,,,0.1415,True,completed
1706,481.0,568.0,87.0,0.0,0.0,7.388,,,0.0,True,completed
1012,321.0,570.0,249.0,39.0,49.0,80.996,,,0.1968,True,completed
1490,423.0,572.0,149.0,2.0,22.0,42.114,,,0.1477,True,completed
1505,427.0,572.0,145.0,19.0,19.0,64.818,,,0.131,True,completed
