vehicle_id,enter_time_s,departure_time_s,travel_time_s,accumulated_waiting_time_s,waiting_fraction,completed_trip,trip_status
5886,1347.0,,2253.0,100.0,0.0444,False,on_map_at_end
5885,1347.0,,2253.0,100.0,0.0444,False,on_map_at_end
5881,1347.0,,2253.0,100.0,0.0444,False,on_map_at_end
5879,1347.0,,2253.0,100.0,0.0444,False,on_map_at_end
5873,1347.0,,2253.0,100.0,0.0444,False,on_map_at_end
5869,1347.0,,2253.0,100.0,0.0444,False,on_map_at_end
5863,2220.0,,1380.0,100.0,0.0725,False,on_map_at_end
5861,2783.0,,817.0,100.0,0.1224,False,on_map_at_end
5857,1347.0,,2253.0,100.0,0.0444,False,on_map_at_end
5856,1347.0,,2253.0,100.0,0.0444,False,on_map_at_end
5841,1344.0,,2256.0,100.0,0.0443,False,on_map_at_end
5838,2775.0,,825.0,100.0,0.1212,False,on_map_at_end
5835,1342.0,,2258.0,100.0,0.0443,False,on_map_at_end
5829,1340.0,,2260.0,100.0,0.0442,False,on_map_at_end
5828,1339.0,,2261.0,100.0,0.0442,False,on_map_at_end
5824,2773.0,,827.0,100.0,0.1209,False,on_map_at_end
5818,2770.0,,830.0,100.0,0.1205,False,on_map_at_end
5803,1331.0,,2269.0,100.0,0.0441,False,on_map_at_end
5932,1365.0,,2235.0,100.0,0.0447,False,on_map_at_end
5938,1367.0,,2233.0,100.0,0.0448,False,on_map_at_end
6086,1393.0,,2207.0,100.0,0.0453,False,on_map_at_end
5941,2836.0,,764.0,100.0,0.1309,False,on_map_at_end
6084,1393.0,,2207.0,100.0,0.0453,False,on_map_at_end
6083,2931.0,,669.0,100.0,0.1495,False,on_map_at_end
6079,2928.0,,672.0,100.0,0.1488,False,on_map_at_end
6073,2923.0,,677.0,100.0,0.1477,False,on_map_at_end
6069,1389.0,,2211.0,100.0,0.0452,False,on_map_at_end
6063,1386.0,,2214.0,100.0,0.0452,False,on_map_at_end
6054,1384.0,,2216.0,100.0,0.0451,False,on_map_at_end
6053,1383.0,,2217.0,100.0,0.0451,False,on_map_at_end
6051,1383.0,,2217.0,100.0,0.0451,False,on_map_at_end
6050,1383.0,,2217.0,100.0,0.0451,False,on_map_at_end
6046,1383.0,,2217.0,100.0,0.0451,False,on_map_at_end
6043,1383.0,,2217.0,100.0,0.0451,False,on_map_at_end
6038,1384.0,,2216.0,100.0,0.0451,False,on_map_at_end
6037,1383.0,,2217.0,100.0,0.0451,False,on_map_at_end
6029,1383.0,,2217.0,100.0,0.0451,False,on_map_at_end
6020,1383.0,,2217.0,100.0,0.0451,False,on_map_at_end
6016,1381.0,,2219.0,100.0,0.0451,False,on_map_at_end
6014,1381.0,,2219.0,100.0,0.0451,False,on_map_at_end
6000,1381.0,,2219.0,100.0,0.0451,False,on_map_at_end
5991,2298.0,,1302.0,100.0,0.0768,False,on_map_at_end
5977,1381.0,,2219.0,100.0,0.0451,False,on_map_at_end
5972,1380.0,,2220.0,100.0,0.045,False,on_map_at_end
5971,1379.0,,2221.0,100.0,0.045,False,on_map_at_end
5967,2878.0,,722.0,100.0,0.1385,False,on_map_at_end
5961,2875.0,,725.0,100.0,0.1379,False,on_map_at_end
5957,2872.0,,728.0,100.0,0.1374,False,on_map_at_end
5951,1370.0,,2230.0,100.0,0.0448,False,on_map_at_end
5949,2870.0,,730.0,100.0,0.137,False,on_map_at_end
5946,2844.0,,756.0,100.0,0.1323,False,on_map_at_end
6408,1467.0,,2133.0,100.0,0.0469,False,on_map_at_end
6420,1467.0,,2133.0,100.0,0.0469,False,on_map_at_end
7000,1594.0,,2006.0,100.0,0.0499,False,on_map_at_end
6840,1561.0,,2039.0,100.0,0.049,False,on_map_at_end
6833,1561.0,,2039.0,100.0,0.049,False,on_map_at_end
6828,2635.0,,965.0,100.0,0.1036,False,on_map_at_end
6827,1561.0,,2039.0,100.0,0.049,False,on_map_at_end
6826,1561.0,,2039.0,100.0,0.049,False,on_map_at_end
6825,1812.0,,1788.0,100.0,0.0559,False,on_map_at_end
6805,1559.0,,2041.0,100.0,0.049,False,on_map_at_end
6795,1556.0,,2044.0,100.0,0.0489,False,on_map_at_end
6792,1554.0,,2046.0,100.0,0.0489,False,on_map_at_end
6791,2274.0,,1326.0,100.0,0.0754,False,on_map_at_end
6784,1551.0,,2049.0,100.0,0.0488,False,on_map_at_end
6780,1549.0,,2051.0,100.0,0.0488,False,on_map_at_end
6779,1550.0,,2050.0,100.0,0.0488,False,on_map_at_end
6776,1548.0,,2052.0,100.0,0.0487,False,on_map_at_end
6774,2626.0,,974.0,100.0,0.1027,False,on_map_at_end
6772,2261.0,,1339.0,100.0,0.0747,False,on_map_at_end
6767,1545.0,,2055.0,100.0,0.0487,False,on_map_at_end
6763,1544.0,,2056.0,100.0,0.0486,False,on_map_at_end
6761,1542.0,,2058.0,100.0,0.0486,False,on_map_at_end
6756,1540.0,,2060.0,100.0,0.0485,False,on_map_at_end
6752,1538.0,,2062.0,100.0,0.0485,False,on_map_at_end
6748,1537.0,,2063.0,100.0,0.0485,False,on_map_at_end
6744,2321.0,,1279.0,100.0,0.0782,False,on_map_at_end
6743,1734.0,,1866.0,100.0,0.0536,False,on_map_at_end
6736,1535.0,,2065.0,100.0,0.0484,False,on_map_at_end
6734,1535.0,,2065.0,100.0,0.0484,False,on_map_at_end
6733,1533.0,,2067.0,100.0,0.0484,False,on_map_at_end
6732,1533.0,,2067.0,100.0,0.0484,False,on_map_at_end
6722,1530.0,,2070.0,100.0,0.0483,False,on_map_at_end
6719,1529.0,,2071.0,100.0,0.0483,False,on_map_at_end
6835,1561.0,,2039.0,100.0,0.049,False,on_map_at_end
6847,1563.0,,2037.0,100.0,0.0491,False,on_map_at_end
6714,1528.0,,2072.0,100.0,0.0483,False,on_map_at_end
6848,1563.0,,2037.0,100.0,0.0491,False,on_map_at_end
6992,1592.0,,2008.0,100.0,0.0498,False,on_map_at_end
6991,1592.0,,2008.0,100.0,0.0498,False,on_map_at_end
6989,2778.0,,822.0,100.0,0.1217,False,on_map_at_end
6986,2580.0,,1020.0,100.0,0.098,False,on_map_at_end
6982,2372.0,,1228.0,100.0,0.0814,False,on_map_at_end
6981,1587.0,,2013.0,100.0,0.0497,False,on_map_at_end
6979,1587.0,,2013.0,100.0,0.0497,False,on_map_at_end
6974,1587.0,,2013.0,100.0,0.0497,False,on_map_at_end
6971,1587.0,,2013.0,100.0,0.0497,False,on_map_at_end
6965,2274.0,,1326.0,100.0,0.0754,False,on_map_at_end
6957,1587.0,,2013.0,100.0,0.0497,False,on_map_at_end
6949,1587.0,,2013.0,100.0,0.0497,False,on_map_at_end
6945,1586.0,,2014.0,100.0,0.0497,False,on_map_at_end
6944,1585.0,,2015.0,100.0,0.0496,False,on_map_at_end
6942,1585.0,,2015.0,100.0,0.0496,False,on_map_at_end
6936,1584.0,,2016.0,100.0,0.0496,False,on_map_at_end
6922,1578.0,,2022.0,100.0,0.0495,False,on_map_at_end
6916,2123.0,,1477.0,100.0,0.0677,False,on_map_at_end
6911,1573.0,,2027.0,100.0,0.0493,False,on_map_at_end
6910,2352.0,,1248.0,100.0,0.0801,False,on_map_at_end
6900,1568.0,,2032.0,100.0,0.0492,False,on_map_at_end
6899,1568.0,,2032.0,100.0,0.0492,False,on_map_at_end
6889,1565.0,,2035.0,100.0,0.0491,False,on_map_at_end
6888,1564.0,,2036.0,100.0,0.0491,False,on_map_at_end
6876,1563.0,,2037.0,100.0,0.0491,False,on_map_at_end
6874,1563.0,,2037.0,100.0,0.0491,False,on_map_at_end
6871,1563.0,,2037.0,100.0,0.0491,False,on_map_at_end
6870,1563.0,,2037.0,100.0,0.0491,False,on_map_at_end
6864,1820.0,,1780.0,100.0,0.0562,False,on_map_at_end
6718,2185.0,,1415.0,100.0,0.0707,False,on_map_at_end
6710,1527.0,,2073.0,100.0,0.0482,False,on_map_at_end
6421,1467.0,,2133.0,100.0,0.0469,False,on_map_at_end
6559,1501.0,,2099.0,100.0,0.0476,False,on_map_at_end
6543,1501.0,,2099.0,100.0,0.0476,False,on_map_at_end
6542,1501.0,,2099.0,100.0,0.0476,False,on_map_at_end
6540,1500.0,,2100.0,100.0,0.0476,False,on_map_at_end
6539,1500.0,,2100.0,100.0,0.0476,False,on_map_at_end
6535,1499.0,,2101.0,100.0,0.0476,False,on_map_at_end
6514,1489.0,,2111.0,100.0,0.0474,False,on_map_at_end
6508,1487.0,,2113.0,100.0,0.0473,False,on_map_at_end
6506,1486.0,,2114.0,100.0,0.0473,False,on_map_at_end
6497,2125.0,,1475.0,100.0,0.0678,False,on_map_at_end
6487,1600.0,,2000.0,100.0,0.05,False,on_map_at_end
6479,1480.0,,2120.0,100.0,0.0472,False,on_map_at_end
6476,1480.0,,2120.0,100.0,0.0472,False,on_map_at_end
6473,1478.0,,2122.0,100.0,0.0471,False,on_map_at_end
6470,1478.0,,2122.0,100.0,0.0471,False,on_map_at_end
6468,1477.0,,2123.0,100.0,0.0471,False,on_map_at_end
6464,1476.0,,2124.0,100.0,0.0471,False,on_map_at_end
6463,1476.0,,2124.0,100.0,0.0471,False,on_map_at_end
6461,1475.0,,2125.0,100.0,0.0471,False,on_map_at_end
6460,1475.0,,2125.0,100.0,0.0471,False,on_map_at_end
6459,1475.0,,2125.0,100.0,0.0471,False,on_map_at_end
6457,1474.0,,2126.0,100.0,0.047,False,on_map_at_end
6449,1472.0,,2128.0,100.0,0.047,False,on_map_at_end
6440,1469.0,,2131.0,100.0,0.0469,False,on_map_at_end
6439,1469.0,,2131.0,100.0,0.0469,False,on_map_at_end
6434,2113.0,,1487.0,100.0,0.0672,False,on_map_at_end
6433,1467.0,,2133.0,100.0,0.0469,False,on_map_at_end
6432,1467.0,,2133.0,100.0,0.0469,False,on_map_at_end
6428,1467.0,,2133.0,100.0,0.0469,False,on_map_at_end
6425,1467.0,,2133.0,100.0,0.0469,False,on_map_at_end
6555,1501.0,,2099.0,100.0,0.0476,False,on_map_at_end
6565,1501.0,,2099.0,100.0,0.0476,False,on_map_at_end
6705,1527.0,,2073.0,100.0,0.0482,False,on_map_at_end
6569,1501.0,,2099.0,100.0,0.0476,False,on_map_at_end
6701,1527.0,,2073.0,100.0,0.0482,False,on_map_at_end
6698,1527.0,,2073.0,100.0,0.0482,False,on_map_at_end
6697,1527.0,,2073.0,100.0,0.0482,False,on_map_at_end
6679,1527.0,,2073.0,100.0,0.0482,False,on_map_at_end
6678,1527.0,,2073.0,100.0,0.0482,False,on_map_at_end
6677,1525.0,,2075.0,100.0,0.0482,False,on_map_at_end
6670,1879.0,,1721.0,100.0,0.0581,False,on_map_at_end
6667,1522.0,,2078.0,100.0,0.0481,False,on_map_at_end
6665,1522.0,,2078.0,100.0,0.0481,False,on_map_at_end
6663,2187.0,,1413.0,100.0,0.0708,False,on_map_at_end
6661,1520.0,,2080.0,100.0,0.0481,False,on_map_at_end
6656,2182.0,,1418.0,100.0,0.0705,False,on_map_at_end
6650,1517.0,,2083.0,100.0,0.048,False,on_map_at_end
6645,1515.0,,2085.0,100.0,0.048,False,on_map_at_end
6643,1646.0,,1954.0,100.0,0.0512,False,on_map_at_end
6633,1508.0,,2092.0,100.0,0.0478,False,on_map_at_end
6631,1507.0,,2093.0,100.0,0.0478,False,on_map_at_end
6618,1504.0,,2096.0,100.0,0.0477,False,on_map_at_end
6617,1503.0,,2097.0,100.0,0.0477,False,on_map_at_end
6613,1503.0,,2097.0,100.0,0.0477,False,on_map_at_end
6611,1503.0,,2097.0,100.0,0.0477,False,on_map_at_end
6609,1503.0,,2097.0,100.0,0.0477,False,on_map_at_end
6604,1503.0,,2097.0,100.0,0.0477,False,on_map_at_end
6602,1503.0,,2097.0,100.0,0.0477,False,on_map_at_end
6600,1504.0,,2096.0,100.0,0.0477,False,on_map_at_end
6584,1504.0,,2096.0,100.0,0.0477,False,on_map_at_end
6579,2142.0,,1458.0,100.0,0.0686,False,on_map_at_end
6577,1501.0,,2099.0,100.0,0.0476,False,on_map_at_end
6571,1501.0,,2099.0,100.0,0.0476,False,on_map_at_end
5802,1331.0,,2269.0,100.0,0.0441,False,on_map_at_end
5798,1330.0,,2270.0,100.0,0.0441,False,on_map_at_end
5796,1894.0,,1706.0,100.0,0.0586,False,on_map_at_end
5119,1196.0,,2404.0,100.0,0.0416,False,on_map_at_end
5107,1192.0,,2408.0,100.0,0.0415,False,on_map_at_end
5099,1190.0,,2410.0,100.0,0.0415,False,on_map_at_end
5094,1189.0,,2411.0,100.0,0.0415,False,on_map_at_end
5090,1190.0,,2410.0,100.0,0.0415,False,on_map_at_end
5089,1188.0,,2412.0,100.0,0.0415,False,on_map_at_end
5086,2384.0,,1216.0,100.0,0.0822,False,on_map_at_end
5082,1186.0,,2414.0,100.0,0.0414,False,on_map_at_end
5080,1185.0,,2415.0,100.0,0.0414,False,on_map_at_end
5051,1175.0,,2425.0,100.0,0.0412,False,on_map_at_end
5048,1174.0,,2426.0,100.0,0.0412,False,on_map_at_end
5045,2370.0,,1230.0,100.0,0.0813,False,on_map_at_end
5036,1169.0,,2431.0,100.0,0.0411,False,on_map_at_end
5029,1167.0,,2433.0,100.0,0.0411,False,on_map_at_end
5020,1167.0,,2433.0,100.0,0.0411,False,on_map_at_end
5015,1167.0,,2433.0,100.0,0.0411,False,on_map_at_end
5014,1167.0,,2433.0,100.0,0.0411,False,on_map_at_end
5008,1275.0,,2325.0,100.0,0.043,False,on_map_at_end
5007,1635.0,,1965.0,100.0,0.0509,False,on_map_at_end
5005,2343.0,,1257.0,100.0,0.0796,False,on_map_at_end
5002,1167.0,,2433.0,100.0,0.0411,False,on_map_at_end
4994,1167.0,,2433.0,100.0,0.0411,False,on_map_at_end
4991,2337.0,,1263.0,100.0,0.0792,False,on_map_at_end
4987,1602.0,,1998.0,100.0,0.0501,False,on_map_at_end
4986,1163.0,,2437.0,100.0,0.041,False,on_map_at_end
4981,1163.0,,2437.0,100.0,0.041,False,on_map_at_end
4976,2329.0,,1271.0,100.0,0.0787,False,on_map_at_end
4972,1160.0,,2440.0,100.0,0.041,False,on_map_at_end
4971,2323.0,,1277.0,100.0,0.0783,False,on_map_at_end
4968,2320.0,,1280.0,100.0,0.0781,False,on_map_at_end
5111,1643.0,,1957.0,100.0,0.0511,False,on_map_at_end
5120,1675.0,,1925.0,100.0,0.0519,False,on_map_at_end
4959,1156.0,,2444.0,100.0,0.0409,False,on_map_at_end
5121,1198.0,,2402.0,100.0,0.0416,False,on_map_at_end
5252,2475.0,,1125.0,100.0,0.0889,False,on_map_at_end
5249,2466.0,,1134.0,100.0,0.0882,False,on_map_at_end
5247,2462.0,,1138.0,100.0,0.0879,False,on_map_at_end
5243,1213.0,,2387.0,100.0,0.0419,False,on_map_at_end
5242,1213.0,,2387.0,100.0,0.0419,False,on_map_at_end
5238,1212.0,,2388.0,100.0,0.0419,False,on_map_at_end
5236,1212.0,,2388.0,100.0,0.0419,False,on_map_at_end
5227,2459.0,,1141.0,100.0,0.0876,False,on_map_at_end
5221,1207.0,,2393.0,100.0,0.0418,False,on_map_at_end
5219,2456.0,,1144.0,100.0,0.0874,False,on_map_at_end
5211,1206.0,,2394.0,100.0,0.0418,False,on_map_at_end
5203,1701.0,,1899.0,100.0,0.0527,False,on_map_at_end
5202,1203.0,,2397.0,100.0,0.0417,False,on_map_at_end
5193,1203.0,,2397.0,100.0,0.0417,False,on_map_at_end
5187,1203.0,,2397.0,100.0,0.0417,False,on_map_at_end
5186,1203.0,,2397.0,100.0,0.0417,False,on_map_at_end
5184,1204.0,,2396.0,100.0,0.0417,False,on_map_at_end
5165,2435.0,,1165.0,100.0,0.0858,False,on_map_at_end
5162,1201.0,,2399.0,100.0,0.0417,False,on_map_at_end
5161,1688.0,,1912.0,100.0,0.0523,False,on_map_at_end
5155,1201.0,,2399.0,100.0,0.0417,False,on_map_at_end
5149,1201.0,,2399.0,100.0,0.0417,False,on_map_at_end
5147,1201.0,,2399.0,100.0,0.0417,False,on_map_at_end
5146,1201.0,,2399.0,100.0,0.0417,False,on_map_at_end
5142,1201.0,,2399.0,100.0,0.0417,False,on_map_at_end
5136,2426.0,,1174.0,100.0,0.0852,False,on_map_at_end
5134,1201.0,,2399.0,100.0,0.0417,False,on_map_at_end
5124,2422.0,,1178.0,100.0,0.0849,False,on_map_at_end
5122,2419.0,,1181.0,100.0,0.0847,False,on_map_at_end
4965,2318.0,,1282.0,100.0,0.078,False,on_map_at_end
4958,1156.0,,2444.0,100.0,0.0409,False,on_map_at_end
5790,2746.0,,854.0,100.0,0.1171,False,on_map_at_end
4788,1521.0,,2079.0,100.0,0.0481,False,on_map_at_end
4778,1120.0,,2480.0,100.0,0.0403,False,on_map_at_end
4767,1116.0,,2484.0,100.0,0.0403,False,on_map_at_end
4765,1115.0,,2485.0,100.0,0.0402,False,on_map_at_end
4759,1113.0,,2487.0,100.0,0.0402,False,on_map_at_end
4754,2202.0,,1398.0,100.0,0.0715,False,on_map_at_end
4749,1110.0,,2490.0,100.0,0.0402,False,on_map_at_end
4743,1107.0,,2493.0,100.0,0.0401,False,on_map_at_end
4742,1483.0,,2117.0,100.0,0.0472,False,on_map_at_end
4739,1107.0,,2493.0,100.0,0.0401,False,on_map_at_end
4730,1107.0,,2493.0,100.0,0.0401,False,on_map_at_end
4729,1107.0,,2493.0,100.0,0.0401,False,on_map_at_end
4725,1107.0,,2493.0,100.0,0.0401,False,on_map_at_end
4724,1107.0,,2493.0,100.0,0.0401,False,on_map_at_end
4720,1107.0,,2493.0,100.0,0.0401,False,on_map_at_end
4699,1105.0,,2495.0,100.0,0.0401,False,on_map_at_end
4694,2186.0,,1414.0,100.0,0.0707,False,on_map_at_end
4689,1101.0,,2499.0,100.0,0.04,False,on_map_at_end
4685,2181.0,,1419.0,100.0,0.0705,False,on_map_at_end
4672,1094.0,,2506.0,100.0,0.0399,False,on_map_at_end
4671,2162.0,,1438.0,100.0,0.0695,False,on_map_at_end
4669,1452.0,,2148.0,100.0,0.0466,False,on_map_at_end
4665,1092.0,,2508.0,100.0,0.0399,False,on_map_at_end
4655,1089.0,,2511.0,100.0,0.0398,False,on_map_at_end
4645,1086.0,,2514.0,100.0,0.0398,False,on_map_at_end
4641,1085.0,,2515.0,100.0,0.0398,False,on_map_at_end
4640,1084.0,,2516.0,100.0,0.0397,False,on_map_at_end
4636,1083.0,,2517.0,100.0,0.0397,False,on_map_at_end
4635,1084.0,,2516.0,100.0,0.0397,False,on_map_at_end
4629,1085.0,,2515.0,100.0,0.0398,False,on_map_at_end
4784,2227.0,,1373.0,100.0,0.0728,False,on_map_at_end
4791,1124.0,,2476.0,100.0,0.0404,False,on_map_at_end
4957,1157.0,,2443.0,100.0,0.0409,False,on_map_at_end
4799,1125.0,,2475.0,100.0,0.0404,False,on_map_at_end
4956,1237.0,,2363.0,100.0,0.0423,False,on_map_at_end
4953,1155.0,,2445.0,100.0,0.0409,False,on_map_at_end
4950,1154.0,,2446.0,100.0,0.0409,False,on_map_at_end
4939,2281.0,,1319.0,100.0,0.0758,False,on_map_at_end
4936,1147.0,,2453.0,100.0,0.0408,False,on_map_at_end
4933,1573.0,,2027.0,100.0,0.0493,False,on_map_at_end
4930,1146.0,,2454.0,100.0,0.0407,False,on_map_at_end
4928,2277.0,,1323.0,100.0,0.0756,False,on_map_at_end
4924,1144.0,,2456.0,100.0,0.0407,False,on_map_at_end
4920,1143.0,,2457.0,100.0,0.0407,False,on_map_at_end
4917,1143.0,,2457.0,100.0,0.0407,False,on_map_at_end
4907,1143.0,,2457.0,100.0,0.0407,False,on_map_at_end
4903,1143.0,,2457.0,100.0,0.0407,False,on_map_at_end
4894,1581.0,,2019.0,100.0,0.0495,False,on_map_at_end
4893,1564.0,,2036.0,100.0,0.0491,False,on_map_at_end
4892,2274.0,,1326.0,100.0,0.0754,False,on_map_at_end
4888,1143.0,,2457.0,100.0,0.0407,False,on_map_at_end
4865,1141.0,,2459.0,100.0,0.0407,False,on_map_at_end
4863,1141.0,,2459.0,100.0,0.0407,False,on_map_at_end
4857,1141.0,,2459.0,100.0,0.0407,False,on_map_at_end
4839,1140.0,,2460.0,100.0,0.0407,False,on_map_at_end
4831,2245.0,,1355.0,100.0,0.0738,False,on_map_at_end
4820,1529.0,,2071.0,100.0,0.0483,False,on_map_at_end
4818,1131.0,,2469.0,100.0,0.0405,False,on_map_at_end
4809,1127.0,,2473.0,100.0,0.0404,False,on_map_at_end
4808,1493.0,,2107.0,100.0,0.0475,False,on_map_at_end
4806,2229.0,,1371.0,100.0,0.0729,False,on_map_at_end
4804,1125.0,,2475.0,100.0,0.0404,False,on_map_at_end
4801,1547.0,,2053.0,100.0,0.0487,False,on_map_at_end
5260,1217.0,,2383.0,100.0,0.042,False,on_map_at_end
5264,1218.0,,2382.0,100.0,0.042,False,on_map_at_end
5265,1218.0,,2382.0,100.0,0.042,False,on_map_at_end
5664,1304.0,,2296.0,100.0,0.0436,False,on_map_at_end
5660,1303.0,,2297.0,100.0,0.0435,False,on_map_at_end
5648,2704.0,,896.0,100.0,0.1116,False,on_map_at_end
5646,1298.0,,2302.0,100.0,0.0434,False,on_map_at_end
5644,2695.0,,905.0,100.0,0.1105,False,on_map_at_end
5638,1296.0,,2304.0,100.0,0.0434,False,on_map_at_end
5637,1296.0,,2304.0,100.0,0.0434,False,on_map_at_end
5635,1296.0,,2304.0,100.0,0.0434,False,on_map_at_end
5634,2691.0,,909.0,100.0,0.11,False,on_map_at_end
5628,1460.0,,2140.0,100.0,0.0467,False,on_map_at_end
5624,2685.0,,915.0,100.0,0.1093,False,on_map_at_end
5621,2683.0,,917.0,100.0,0.1091,False,on_map_at_end
5620,1291.0,,2309.0,100.0,0.0433,False,on_map_at_end
5618,1290.0,,2310.0,100.0,0.0433,False,on_map_at_end
5617,1290.0,,2310.0,100.0,0.0433,False,on_map_at_end
5613,1290.0,,2310.0,100.0,0.0433,False,on_map_at_end
5612,1288.0,,2312.0,100.0,0.0433,False,on_map_at_end
5610,1287.0,,2313.0,100.0,0.0432,False,on_map_at_end
5608,1287.0,,2313.0,100.0,0.0432,False,on_map_at_end
5607,1287.0,,2313.0,100.0,0.0432,False,on_map_at_end
5600,1287.0,,2313.0,100.0,0.0432,False,on_map_at_end
5594,1287.0,,2313.0,100.0,0.0432,False,on_map_at_end
5593,1287.0,,2313.0,100.0,0.0432,False,on_map_at_end
5590,1402.0,,2198.0,100.0,0.0455,False,on_map_at_end
5589,2070.0,,1530.0,100.0,0.0654,False,on_map_at_end
