vehicle_id,enter_time_s,departure_time_s,travel_time_s,accumulated_waiting_time_s,custom_wait_s,time_loss_s,free_flow_time_s,delay_s,waiting_fraction,completed_trip,trip_status
136082_411_0,25278.0,25312.0,34.0,0.0,1.0,4.788,,,0.0294,True,completed
83516_390_0,25276.0,25314.0,38.0,0.0,0.0,7.335,,,0.0,True,completed
85818_390_0,25281.0,25315.0,34.0,0.0,0.0,3.361,,,0.0,True,completed
103540_397_0,25301.0,25316.0,15.0,0.0,0.0,4.211,,,0.0,True,completed
113303_402_0,25284.0,25317.0,33.0,0.0,0.0,5.957,,,0.0,True,completed
86583_391_0,25290.0,25323.0,33.0,0.0,0.0,2.203,,,0.0,True,completed
120878_405_0,25292.0,25325.0,33.0,0.0,0.0,2.203,,,0.0,True,completed
137244_412_0,25295.0,25325.0,30.0,0.0,0.0,1.516,,,0.0,True,completed
85922_391_0,25294.0,25330.0,36.0,0.0,0.0,2.447,,,0.0,True,completed
118963_405_0,25305.0,25335.0,30.0,0.0,0.0,1.703,,,0.0,True,completed
106268_399_0,25285.0,25341.0,56.0,38.0,38.0,43.199,,,0.6786,True,completed
137559_412_0,25285.0,25341.0,56.0,38.0,38.0,43.347,,,0.6786,True,completed
133688_411_0,25287.0,25343.0,56.0,37.0,37.0,45.575,,,0.6607,True,completed
162096_421_0,25307.0,25344.0,37.0,1.0,1.0,13.331,,,0.027,True,completed
138220_412_0,25310.0,25350.0,40.0,0.0,0.0,7.218,,,0.0,True,completed
142412_415_0,25308.0,25350.0,42.0,4.0,4.0,10.449,,,0.0952,True,completed
136152_411_0,25314.0,25351.0,37.0,0.0,0.0,4.457,,,0.0,True,completed
149973_417_0,25345.0,25358.0,13.0,0.0,0.0,1.444,,,0.0,True,completed
133819_411_0,25348.0,25360.0,12.0,0.0,0.0,0.455,,,0.0,True,completed
127662_407_0,25345.0,25361.0,16.0,0.0,0.0,4.254,,,0.0,True,completed
161963_421_0,25353.0,25364.0,11.0,0.0,0.0,1.201,,,0.0,True,completed
99716_396_0,25352.0,25364.0,12.0,0.0,0.0,0.405,,,0.0,True,completed
175147_428_0,25325.0,25368.0,43.0,1.0,1.0,13.169,,,0.0233,True,completed
130372_409_0,25328.0,25371.0,43.0,1.0,1.0,8.387,,,0.0233,True,completed
167799_425_0,25328.0,25371.0,43.0,0.0,0.0,7.281,,,0.0,True,completed
122154_406_0,25338.0,25372.0,34.0,0.0,0.0,2.796,,,0.0,True,completed
104806_398_0,25330.0,25374.0,44.0,0.0,0.0,13.082,,,0.0,True,completed
121429_406_0,25363.0,25380.0,17.0,0.0,0.0,5.727,,,0.0,True,completed
146948_416_0,25354.0,25380.0,26.0,7.0,7.0,15.439,,,0.2692,True,completed
140822_414_0,25360.0,25381.0,21.0,1.0,1.0,10.138,,,0.0476,True,completed
134511_411_0,25365.0,25383.0,18.0,0.0,0.0,6.665,,,0.0,True,completed
154120_420_0,25362.0,25383.0,21.0,0.0,0.0,9.406,,,0.0,True,completed
111249_401_0,25367.0,25385.0,18.0,0.0,0.0,4.594,,,0.0,True,completed
161648_421_0,25364.0,25385.0,21.0,0.0,0.0,9.892,,,0.0,True,completed
109585_401_0,25366.0,25386.0,20.0,0.0,0.0,9.485,,,0.0,True,completed
104556_397_0,25371.0,25387.0,16.0,0.0,0.0,3.765,,,0.0,True,completed
125385_406_0,25372.0,25390.0,18.0,0.0,0.0,8.222,,,0.0,True,completed
161721_421_0,25338.0,25390.0,52.0,9.0,9.0,25.828,,,0.1731,True,completed
121091_405_0,25346.0,25391.0,45.0,8.0,8.0,15.947,,,0.1778,True,completed
135138_411_0,25350.0,25391.0,41.0,1.0,1.0,10.188,,,0.0244,True,completed
169772_426_0,25348.0,25393.0,45.0,4.0,4.0,13.425,,,0.0889,True,completed
114183_402_0,25360.0,25394.0,34.0,0.0,0.0,3.996,,,0.0,True,completed
150753_418_0,25352.0,25395.0,43.0,0.0,0.0,11.377,,,0.0,True,completed
120618_405_0,25364.0,25396.0,32.0,0.0,0.0,2.225,,,0.0,True,completed
148536_417_0,25362.0,25397.0,35.0,0.0,0.0,6.829,,,0.0,True,completed
167170_425_0,25366.0,25399.0,33.0,0.0,0.0,1.342,,,0.0,True,completed
137508_412_0,25368.0,25403.0,35.0,0.0,0.0,2.151,,,0.0,True,completed
173487_427_0,25370.0,25405.0,35.0,0.0,0.0,4.285,,,0.0,True,completed
162547_422_0,25372.0,25406.0,34.0,0.0,0.0,6.19,,,0.0,True,completed
165043_423_0,25367.0,25407.0,40.0,0.0,0.0,4.571,,,0.0,True,completed
171810_426_0,25373.0,25408.0,35.0,0.0,0.0,5.857,,,0.0,True,completed
95948_394_0,25377.0,25410.0,33.0,0.0,0.0,1.458,,,0.0,True,completed
163503_422_0,25376.0,25411.0,35.0,0.0,0.0,1.778,,,0.0,True,completed
115620_403_0,25378.0,25412.0,34.0,0.0,0.0,3.575,,,0.0,True,completed
127513_407_0,25379.0,25414.0,35.0,0.0,0.0,2.004,,,0.0,True,completed
101928_396_0,25369.0,25421.0,52.0,29.0,29.0,41.715,,,0.5577,True,completed
155579_420_0,25370.0,25422.0,52.0,28.0,28.0,41.883,,,0.5385,True,completed
93126_392_0,25375.0,25422.0,47.0,27.0,27.0,35.468,,,0.5745,True,completed
120308_405_0,25377.0,25423.0,46.0,27.0,27.0,36.025,,,0.587,True,completed
117534_404_0,25373.0,25424.0,51.0,27.0,27.0,39.826,,,0.5294,True,completed
113625_402_0,25379.0,25425.0,46.0,26.0,26.0,35.667,,,0.5652,True,completed
117148_404_0,25376.0,25427.0,51.0,27.0,27.0,38.395,,,0.5294,True,completed
139126_413_0,25380.0,25428.0,48.0,26.0,26.0,35.855,,,0.5417,True,completed
140041_414_0,25404.0,25430.0,26.0,0.0,1.0,14.257,,,0.0385,True,completed
84424_390_0,25381.0,25431.0,50.0,6.0,6.0,14.991,,,0.12,True,completed
119040_405_0,25387.0,25432.0,45.0,5.0,5.0,12.99,,,0.1111,True,completed
100057_396_0,25385.0,25433.0,48.0,5.0,5.0,19.85,,,0.1042,True,completed
163150_422_0,25394.0,25435.0,41.0,0.0,0.0,6.358,,,0.0,True,completed
92315_392_0,25389.0,25435.0,46.0,4.0,4.0,17.526,,,0.087,True,completed
105238_398_0,25396.0,25436.0,40.0,0.0,0.0,13.023,,,0.0,True,completed
139080_413_0,25398.0,25437.0,39.0,0.0,0.0,6.756,,,0.0,True,completed
106883_399_0,25409.0,25440.0,31.0,7.0,7.0,21.364,,,0.2258,True,completed
141862_415_0,25412.0,25450.0,38.0,0.0,0.0,7.04,,,0.0,True,completed
149846_417_0,25400.0,25450.0,50.0,7.0,7.0,19.106,,,0.14,True,completed
100926_396_0,25402.0,25452.0,50.0,7.0,7.0,20.851,,,0.14,True,completed
145157_416_0,25411.0,25453.0,42.0,3.0,3.0,12.339,,,0.0714,True,completed
114134_402_0,25414.0,25454.0,40.0,0.0,0.0,12.454,,,0.0,True,completed
154290_420_0,25432.0,25460.0,28.0,12.0,12.0,18.626,,,0.4286,True,completed
116804_404_0,25412.0,25461.0,49.0,27.0,27.0,38.455,,,0.551,True,completed
129330_408_0,25433.0,25461.0,28.0,7.0,7.0,17.519,,,0.25,True,completed
144491_416_0,25418.0,25462.0,44.0,20.0,20.0,33.665,,,0.4545,True,completed
107932_400_0,25427.0,25463.0,36.0,11.0,12.0,25.002,,,0.3333,True,completed
114601_403_0,25420.0,25463.0,43.0,18.0,18.0,32.424,,,0.4186,True,completed
137320_412_0,25415.0,25463.0,48.0,5.0,5.0,22.409,,,0.1042,True,completed
148479_417_0,25424.0,25465.0,41.0,15.0,15.0,30.532,,,0.3659,True,completed
106784_399_0,25427.0,25467.0,40.0,13.0,13.0,30.847,,,0.325,True,completed
121832_406_0,25429.0,25470.0,41.0,2.0,2.0,9.483,,,0.0488,True,completed
176093_428_0,25418.0,25471.0,53.0,9.0,9.0,14.485,,,0.1698,True,completed
121964_406_0,25420.0,25472.0,52.0,9.0,9.0,22.299,,,0.1731,True,completed
97739_395_0,25426.0,25472.0,46.0,1.0,1.0,12.466,,,0.0217,True,completed
104968_398_0,25444.0,25474.0,30.0,0.0,0.0,1.591,,,0.0,True,completed
117960_404_0,25434.0,25476.0,42.0,0.0,0.0,10.032,,,0.0,True,completed
131495_410_0,25445.0,25478.0,33.0,0.0,0.0,5.713,,,0.0,True,completed
89629_391_0,25447.0,25483.0,36.0,0.0,0.0,2.141,,,0.0,True,completed
138516_412_0,25455.0,25485.0,30.0,0.0,0.0,1.763,,,0.0,True,completed
129025_408_0,25457.0,25488.0,31.0,0.0,0.0,2.567,,,0.0,True,completed
148120_417_0,25461.0,25497.0,36.0,0.0,0.0,6.981,,,0.0,True,completed
119623_405_0,25436.0,25498.0,62.0,0.0,0.0,8.208,,,0.0,True,completed
124133_406_0,25459.0,25498.0,39.0,0.0,0.0,2.856,,,0.0,True,completed
140819_414_0,25463.0,25500.0,37.0,0.0,0.0,5.333,,,0.0,True,completed
75513_386_0,25465.0,25501.0,36.0,0.0,0.0,7.103,,,0.0,True,completed
140123_414_0,25469.0,25504.0,35.0,0.0,0.0,6.259,,,0.0,True,completed
101974_396_0,25457.0,25505.0,48.0,0.0,0.0,5.39,,,0.0,True,completed
156366_420_0,25467.0,25505.0,38.0,0.0,0.0,3.056,,,0.0,True,completed
95712_394_0,25472.0,25505.0,33.0,0.0,0.0,4.972,,,0.0,True,completed
129413_408_0,25461.0,25507.0,46.0,0.0,0.0,12.56,,,0.0,True,completed
67983_381_0,25459.0,25507.0,48.0,0.0,0.0,16.24,,,0.0,True,completed
145391_416_0,25467.0,25511.0,44.0,25.0,25.0,33.943,,,0.5682,True,completed
145855_416_0,25470.0,25511.0,41.0,20.0,20.0,31.656,,,0.4878,True,completed
153635_420_0,25461.0,25511.0,50.0,32.0,32.0,39.291,,,0.64,True,completed
102805_396_0,25471.0,25512.0,41.0,20.0,20.0,28.25,,,0.4878,True,completed
119004_405_0,25480.0,25513.0,33.0,10.0,11.0,21.869,,,0.3333,True,completed
161689_421_0,25468.0,25513.0,45.0,10.0,10.0,22.085,,,0.2222,True,completed
164382_422_0,25470.0,25513.0,43.0,2.0,2.0,13.421,,,0.0465,True,completed
100928_396_0,25473.0,25514.0,41.0,3.0,3.0,14.432,,,0.0732,True,completed
159287_421_0,25504.0,25516.0,12.0,0.0,0.0,1.6,,,0.0,True,completed
110527_401_0,25474.0,25520.0,46.0,6.0,6.0,18.736,,,0.1304,True,completed
149073_417_0,25478.0,25520.0,42.0,18.0,18.0,29.564,,,0.4286,True,completed
97374_395_0,25469.0,25521.0,52.0,9.0,9.0,22.245,,,0.1731,True,completed
118661_405_0,25481.0,25522.0,41.0,0.0,0.0,8.745,,,0.0,True,completed
142878_415_0,25478.0,25522.0,44.0,4.0,4.0,13.249,,,0.0909,True,completed
61354_376_0,25487.0,25523.0,36.0,1.0,1.0,9.352,,,0.0278,True,completed
121971_406_0,25489.0,25525.0,36.0,0.0,0.0,2.859,,,0.0,True,completed
139795_413_0,25493.0,25526.0,33.0,0.0,0.0,3.555,,,0.0,True,completed
162490_421_0,25485.0,25526.0,41.0,0.0,0.0,6.03,,,0.0,True,completed
80409_388_0,25490.0,25526.0,36.0,0.0,0.0,6.882,,,0.0,True,completed
137952_412_0,25494.0,25530.0,36.0,7.0,7.0,25.742,,,0.1944,True,completed
154948_420_0,25505.0,25531.0,26.0,8.0,8.0,13.663,,,0.3077,True,completed
175864_428_0,25491.0,25531.0,40.0,1.0,1.0,14.489,,,0.025,True,completed
95692_394_0,25511.0,25532.0,21.0,3.0,3.0,10.026,,,0.1429,True,completed
159698_421_0,25494.0,25533.0,39.0,0.0,0.0,10.402,,,0.0,True,completed
160712_421_0,25515.0,25534.0,19.0,0.0,0.0,8.531,,,0.0,True,completed
129661_409_0,25490.0,25536.0,46.0,5.0,5.0,15.652,,,0.1087,True,completed
183802_431_0,25499.0,25536.0,37.0,0.0,0.0,7.043,,,0.0,True,completed
119953_405_0,25491.0,25537.0,46.0,4.0,4.0,17.451,,,0.087,True,completed
146065_416_0,25483.0,25537.0,54.0,9.0,9.0,20.658,,,0.1667,True,completed
110033_401_0,25481.0,25538.0,57.0,28.0,28.0,46.147,,,0.4912,True,completed
163672_422_0,25502.0,25538.0,36.0,0.0,0.0,8.956,,,0.0,True,completed
124728_406_0,25492.0,25539.0,47.0,17.0,17.0,36.636,,,0.3617,True,completed
130797_409_0,25483.0,25539.0,56.0,27.0,27.0,46.134,,,0.4821,True,completed
126718_407_0,25486.0,25541.0,55.0,25.0,25.0,43.144,,,0.4545,True,completed
136398_411_0,25495.0,25541.0,46.0,9.0,9.0,16.639,,,0.1957,True,completed
126424_407_0,25488.0,25543.0,55.0,24.0,24.0,43.364,,,0.4364,True,completed
128533_408_0,25497.0,25543.0,46.0,4.0,4.0,13.038,,,0.087,True,completed
98410_395_0,25501.0,25543.0,42.0,5.0,5.0,12.828,,,0.119,True,completed
145219_416_0,25501.0,25544.0,43.0,2.0,2.0,13.443,,,0.0465,True,completed
133024_410_0,25507.0,25545.0,38.0,0.0,0.0,7.649,,,0.0,True,completed
100304_396_0,25503.0,25547.0,44.0,0.0,0.0,6.095,,,0.0,True,completed
139907_414_0,25536.0,25550.0,14.0,0.0,0.0,2.672,,,0.0,True,completed
123765_406_0,25496.0,25551.0,55.0,6.0,6.0,25.644,,,0.1091,True,completed
126197_407_0,25498.0,25551.0,53.0,13.0,13.0,41.307,,,0.2453,True,completed
153383_420_0,25500.0,25551.0,51.0,10.0,10.0,38.708,,,0.1961,True,completed
148199_417_0,25529.0,25552.0,23.0,2.0,2.0,13.325,,,0.087,True,completed
131095_409_0,25533.0,25553.0,20.0,0.0,0.0,9.525,,,0.0,True,completed
113597_402_0,25536.0,25555.0,19.0,0.0,0.0,8.11,,,0.0,True,completed
95319_394_0,25514.0,25556.0,42.0,1.0,1.0,11.005,,,0.0238,True,completed
130240_409_0,25498.0,25557.0,59.0,6.0,6.0,24.898,,,0.1017,True,completed
164286_422_0,25517.0,25557.0,40.0,0.0,0.0,15.851,,,0.0,True,completed
125917_406_0,25548.0,25558.0,10.0,0.0,0.0,0.802,,,0.0,True,completed
131147_409_0,25502.0,25558.0,56.0,4.0,4.0,22.668,,,0.0714,True,completed
134042_411_0,25519.0,25559.0,40.0,0.0,0.0,13.39,,,0.0,True,completed
150442_418_0,25519.0,25560.0,41.0,4.0,4.0,12.473,,,0.0976,True,completed
171615_426_0,25521.0,25562.0,41.0,2.0,2.0,10.946,,,0.0488,True,completed
172151_426_0,25525.0,25562.0,37.0,0.0,0.0,3.664,,,0.0,True,completed
96309_394_0,25508.0,25562.0,54.0,9.0,9.0,15.185,,,0.1667,True,completed
117253_404_0,25523.0,25564.0,41.0,1.0,1.0,9.309,,,0.0244,True,completed
99939_396_0,25526.0,25571.0,45.0,5.0,5.0,18.068,,,0.1111,True,completed
137917_412_0,25531.0,25573.0,42.0,4.0,4.0,16.274,,,0.0952,True,completed
151628_419_0,25537.0,25582.0,45.0,5.0,5.0,15.378,,,0.1111,True,completed
81559_389_0,25538.0,25582.0,44.0,6.0,6.0,14.008,,,0.1364,True,completed
153290_420_0,25541.0,25583.0,42.0,2.0,2.0,11.426,,,0.0476,True,completed
128339_408_0,25543.0,25585.0,42.0,1.0,1.0,14.994,,,0.0238,True,completed
168358_425_0,25539.0,25586.0,47.0,0.0,0.0,12.45,,,0.0,True,completed
125962_406_0,25554.0,25587.0,33.0,0.0,0.0,6.73,,,0.0,True,completed
137953_412_0,25549.0,25587.0,38.0,0.0,0.0,4.963,,,0.0,True,completed
136669_411_0,25567.0,25594.0,27.0,9.0,9.0,17.531,,,0.3333,True,completed
164112_422_0,25546.0,25597.0,51.0,5.0,5.0,25.649,,,0.098,True,completed
80745_388_0,25533.0,25597.0,64.0,2.0,2.0,15.662,,,0.0312,True,completed
119325_405_0,25562.0,25600.0,38.0,0.0,0.0,7.154,,,0.0,True,completed
184119_431_0,25583.0,25601.0,18.0,1.0,1.0,7.797,,,0.0556,True,completed
106037_399_0,25563.0,25603.0,40.0,2.0,2.0,9.065,,,0.05,True,completed
144457_416_0,25535.0,25605.0,70.0,0.0,0.0,12.087,,,0.0,True,completed
163382_422_0,25575.0,25605.0,30.0,0.0,0.0,2.126,,,0.0,True,completed
151094_418_0,25558.0,25611.0,53.0,9.0,9.0,28.322,,,0.1698,True,completed
116532_404_0,25580.0,25614.0,34.0,12.0,12.0,23.084,,,0.3529,True,completed
157011_421_0,25564.0,25615.0,51.0,7.0,7.0,27.337,,,0.1373,True,completed
102993_397_0,25586.0,25616.0,30.0,6.0,6.0,19.659,,,0.2,True,completed
135158_411_0,25588.0,25616.0,28.0,7.0,7.0,17.441,,,0.25,True,completed
171718_426_0,25554.0,25617.0,63.0,19.0,19.0,38.614,,,0.3016,True,completed
157569_421_0,25568.0,25619.0,51.0,2.0,2.0,22.123,,,0.0392,True,completed
135845_411_0,25544.0,25620.0,76.0,5.0,5.0,17.816,,,0.0658,True,completed
73311_385_0,25573.0,25620.0,47.0,2.0,2.0,15.877,,,0.0426,True,completed
137007_411_0,25565.0,25621.0,56.0,14.0,14.0,28.288,,,0.25,True,completed
149870_417_0,25577.0,25630.0,53.0,18.0,18.0,25.847,,,0.3396,True,completed
136800_411_0,25619.0,25632.0,13.0,0.0,1.0,3.641,,,0.0769,True,completed
150141_417_0,25589.0,25632.0,43.0,3.0,3.0,13.282,,,0.0698,True,completed
126858_407_0,25599.0,25633.0,34.0,0.0,0.0,1.711,,,0.0,True,completed
145336_416_0,25599.0,25633.0,34.0,0.0,0.0,1.551,,,0.0,True,completed
154066_420_0,25592.0,25637.0,45.0,4.0,4.0,16.049,,,0.0889,True,completed
129962_409_0,25623.0,25638.0,15.0,0.0,0.0,4.197,,,0.0,True,completed
130601_409_0,25615.0,25641.0,26.0,8.0,8.0,16.913,,,0.3077,True,completed
130800_409_0,25603.0,25641.0,38.0,9.0,9.0,25.817,,,0.2368,True,completed
115551_403_0,25606.0,25642.0,36.0,14.0,14.0,22.991,,,0.3889,True,completed
136839_411_0,25627.0,25643.0,16.0,0.0,1.0,4.119,,,0.0625,True,completed
83429_390_0,25609.0,25643.0,34.0,14.0,14.0,22.955,,,0.4118,True,completed
120597_405_0,25573.0,25645.0,72.0,19.0,19.0,42.054,,,0.2639,True,completed
129729_409_0,25570.0,25647.0,77.0,3.0,3.0,26.328,,,0.039,True,completed
163004_422_0,25629.0,25649.0,20.0,0.0,1.0,5.061,,,0.05,True,completed
167353_425_0,25603.0,25649.0,46.0,0.0,0.0,2.972,,,0.0,True,completed
122916_406_0,25606.0,25650.0,44.0,0.0,0.0,13.976,,,0.0,True,completed
149660_417_0,25628.0,25650.0,22.0,6.0,6.0,12.434,,,0.2727,True,completed
144494_416_0,25631.0,25652.0,21.0,5.0,5.0,11.456,,,0.2381,True,completed
149887_417_0,25618.0,25652.0,34.0,0.0,0.0,3.757,,,0.0,True,completed
152517_419_0,25608.0,25652.0,44.0,0.0,0.0,14.471,,,0.0,True,completed
102219_396_0,25616.0,25653.0,37.0,0.0,0.0,4.35,,,0.0,True,completed
121463_406_0,25611.0,25654.0,43.0,2.0,2.0,9.435,,,0.0465,True,completed
126699_407_0,25633.0,25654.0,21.0,2.0,2.0,10.261,,,0.0952,True,completed
147215_416_0,25604.0,25654.0,50.0,9.0,9.0,16.531,,,0.18,True,completed
153446_420_0,25625.0,25656.0,31.0,0.0,0.0,1.407,,,0.0,True,completed
115445_403_0,25619.0,25657.0,38.0,0.0,0.0,2.272,,,0.0,True,completed
153000_419_0,25636.0,25660.0,24.0,4.0,4.0,14.787,,,0.1667,True,completed
151757_419_0,25612.0,25662.0,50.0,10.0,10.0,18.4,,,0.2,True,completed
183244_431_0,25638.0,25662.0,24.0,3.0,3.0,12.931,,,0.125,True,completed
133712_411_0,25581.0,25666.0,85.0,30.0,30.0,58.716,,,0.3529,True,completed
100992_396_0,25619.0,25670.0,51.0,8.0,8.0,17.926,,,0.1569,True,completed
136077_411_0,25612.0,25670.0,58.0,9.0,9.0,22.607,,,0.1552,True,completed
117915_404_0,25621.0,25671.0,50.0,6.0,6.0,14.371,,,0.12,True,completed
148994_417_0,25623.0,25672.0,49.0,4.0,4.0,17.356,,,0.0816,True,completed
183534_431_0,25640.0,25672.0,32.0,8.0,8.0,22.264,,,0.25,True,completed
115533_403_0,25643.0,25674.0,31.0,5.0,5.0,20.575,,,0.1613,True,completed
139583_413_0,25625.0,25674.0,49.0,4.0,4.0,18.038,,,0.0816,True,completed
152845_419_0,25632.0,25675.0,43.0,3.0,3.0,12.123,,,0.0698,True,completed
172050_426_0,25655.0,25675.0,20.0,0.0,0.0,11.533,,,0.0,True,completed
162832_422_0,25647.0,25676.0,29.0,4.0,4.0,17.675,,,0.1379,True,completed
84905_390_0,25649.0,25677.0,28.0,3.0,3.0,17.613,,,0.1071,True,completed
183577_431_0,25642.0,25679.0,37.0,0.0,0.0,3.933,,,0.0,True,completed
111580_401_0,25640.0,25680.0,40.0,3.0,3.0,10.403,,,0.075,True,completed
132695_410_0,25646.0,25681.0,35.0,0.0,0.0,6.072,,,0.0,True,completed
149663_417_0,25671.0,25682.0,11.0,0.0,0.0,0.312,,,0.0,True,completed
145229_416_0,25649.0,25684.0,35.0,0.0,0.0,4.727,,,0.0,True,completed
140984_414_0,25669.0,25685.0,16.0,0.0,0.0,3.924,,,0.0,True,completed
115970_403_0,25651.0,25687.0,36.0,0.0,0.0,4.062,,,0.0,True,completed
145875_416_0,25645.0,25689.0,44.0,5.0,5.0,15.965,,,0.1136,True,completed
129792_409_0,25592.0,25690.0,98.0,34.0,34.0,73.998,,,0.3469,True,completed
142911_415_0,25583.0,25690.0,107.0,24.0,24.0,57.213,,,0.2243,True,completed
118825_405_0,25585.0,25691.0,106.0,38.0,38.0,79.878,,,0.3585,True,completed
127353_407_0,25594.0,25693.0,99.0,28.0,28.0,70.264,,,0.2828,True,completed
123239_406_0,25606.0,25695.0,89.0,20.0,20.0,53.691,,,0.2247,True,completed
148932_417_0,25650.0,25695.0,45.0,2.0,2.0,12.406,,,0.0444,True,completed
155751_420_0,25596.0,25697.0,101.0,35.0,35.0,70.158,,,0.3465,True,completed
160711_421_0,25653.0,25698.0,45.0,1.0,1.0,11.11,,,0.0222,True,completed
169028_425_0,25661.0,25700.0,39.0,0.0,0.0,6.483,,,0.0,True,completed
107063_400_0,25660.0,25701.0,41.0,3.0,3.0,13.396,,,0.0732,True,completed
115499_403_0,25634.0,25701.0,67.0,22.0,22.0,38.833,,,0.3284,True,completed
136394_411_0,25666.0,25702.0,36.0,0.0,0.0,9.396,,,0.0,True,completed
158154_421_0,25651.0,25703.0,52.0,11.0,11.0,20.603,,,0.2115,True,completed
130627_409_0,25664.0,25704.0,40.0,3.0,3.0,13.927,,,0.075,True,completed
159995_421_0,25653.0,25704.0,51.0,7.0,7.0,15.18,,,0.1373,True,completed
129342_408_0,25692.0,25706.0,14.0,0.0,0.0,4.588,,,0.0,True,completed
122032_406_0,25668.0,25707.0,39.0,0.0,0.0,2.205,,,0.0,True,completed
111352_401_0,25696.0,25709.0,13.0,0.0,0.0,3.3,,,0.0,True,completed
142128_415_0,25678.0,25709.0,31.0,7.0,8.0,18.872,,,0.2581,True,completed
156748_421_0,25670.0,25711.0,41.0,0.0,0.0,9.362,,,0.0,True,completed
