vehicle_id,enter_time_s,departure_time_s,travel_time_s,accumulated_waiting_time_s,custom_wait_s,time_loss_s,free_flow_time_s,delay_s,waiting_fraction,completed_trip,trip_status
47,213.0,438.0,225.0,0.0,0.0,14.75,,,0.0,True,completed
67,303.0,460.0,157.0,0.0,0.0,10.332,,,0.0,True,completed
80,389.0,472.0,83.0,0.0,0.0,4.876,,,0.0,True,completed
69,311.0,480.0,169.0,0.0,0.0,9.994,,,0.0,True,completed
74,331.0,481.0,150.0,0.0,0.0,8.86,,,0.0,True,completed
70,321.0,489.0,168.0,0.0,0.0,10.439,,,0.0,True,completed
65,295.0,491.0,196.0,0.0,0.0,13.654,,,0.0,True,completed
87,409.0,492.0,83.0,0.0,0.0,6.941,,,0.0,True,completed
73,330.0,493.0,163.0,0.0,0.0,11.469,,,0.0,True,completed
78,380.0,494.0,114.0,0.0,0.0,6.155,,,0.0,True,completed
75,350.0,496.0,146.0,0.0,0.0,9.68,,,0.0,True,completed
100,453.0,507.0,54.0,0.0,0.0,2.772,,,0.0,True,completed
81,392.0,507.0,115.0,0.0,0.0,6.652,,,0.0,True,completed
90,422.0,507.0,85.0,0.0,0.0,4.63,,,0.0,True,completed
94,431.0,511.0,80.0,0.0,0.0,7.55,,,0.0,True,completed
72,328.0,513.0,185.0,0.0,0.0,12.788,,,0.0,True,completed
77,378.0,525.0,147.0,0.0,0.0,9.827,,,0.0,True,completed
76,360.0,526.0,166.0,0.0,0.0,9.742,,,0.0,True,completed
84,403.0,527.0,124.0,0.0,0.0,6.254,,,0.0,True,completed
89,420.0,531.0,111.0,0.0,0.0,7.568,,,0.0,True,completed
92,427.0,531.0,104.0,0.0,0.0,7.457,,,0.0,True,completed
97,443.0,538.0,95.0,0.0,0.0,6.473,,,0.0,True,completed
79,381.0,541.0,160.0,0.0,0.0,11.308,,,0.0,True,completed
98,443.0,545.0,102.0,0.0,0.0,5.625,,,0.0,True,completed
88,410.0,553.0,143.0,0.0,0.0,8.637,,,0.0,True,completed
85,407.0,558.0,151.0,1.0,1.0,14.108,,,0.0066,True,completed
104,467.0,563.0,96.0,0.0,0.0,6.869,,,0.0,True,completed
112,488.0,566.0,78.0,0.0,0.0,6.142,,,0.0,True,completed
110,483.0,575.0,92.0,0.0,0.0,6.003,,,0.0,True,completed
108,474.0,581.0,107.0,0.0,0.0,6.696,,,0.0,True,completed
83,401.0,581.0,180.0,0.0,0.0,11.827,,,0.0,True,completed
86,408.0,584.0,176.0,0.0,2.0,17.132,,,0.0114,True,completed
91,424.0,586.0,162.0,0.0,0.0,11.344,,,0.0,True,completed
116,504.0,589.0,85.0,2.0,2.0,15.378,,,0.0235,True,completed
82,398.0,595.0,197.0,0.0,0.0,11.088,,,0.0,True,completed
99,444.0,601.0,157.0,0.0,0.0,9.857,,,0.0,True,completed
101,454.0,604.0,150.0,0.0,0.0,8.923,,,0.0,True,completed
96,437.0,608.0,171.0,0.0,0.0,10.94,,,0.0,True,completed
107,473.0,610.0,137.0,0.0,0.0,7.682,,,0.0,True,completed
102,466.0,615.0,149.0,0.0,0.0,8.988,,,0.0,True,completed
123,535.0,619.0,84.0,0.0,0.0,4.82,,,0.0,True,completed
93,429.0,621.0,192.0,1.0,1.0,16.268,,,0.0052,True,completed
95,432.0,622.0,190.0,0.0,0.0,12.359,,,0.0,True,completed
118,515.0,630.0,115.0,0.0,0.0,6.948,,,0.0,True,completed
130,556.0,639.0,83.0,0.0,0.0,4.923,,,0.0,True,completed
106,471.0,640.0,169.0,0.0,0.0,10.234,,,0.0,True,completed
134,573.0,643.0,70.0,0.0,0.0,3.373,,,0.0,True,completed
131,565.0,646.0,81.0,0.0,0.0,5.077,,,0.0,True,completed
141,602.0,651.0,49.0,0.0,0.0,2.173,,,0.0,True,completed
114,495.0,652.0,157.0,0.0,0.0,11.05,,,0.0,True,completed
117,508.0,656.0,148.0,1.0,1.0,13.028,,,0.0068,True,completed
127,549.0,656.0,107.0,0.0,0.0,8.068,,,0.0,True,completed
109,475.0,658.0,183.0,0.0,1.0,15.057,,,0.0055,True,completed
113,491.0,661.0,170.0,0.0,0.0,9.382,,,0.0,True,completed
137,582.0,667.0,85.0,0.0,0.0,4.626,,,0.0,True,completed
129,553.0,669.0,116.0,0.0,1.0,9.296,,,0.0086,True,completed
103,468.0,680.0,212.0,0.0,0.0,14.176,,,0.0,True,completed
105,468.0,681.0,213.0,0.0,0.0,12.354,,,0.0,True,completed
121,532.0,699.0,167.0,0.0,6.0,19.655,,,0.0359,True,completed
122,535.0,703.0,168.0,0.0,0.0,13.362,,,0.0,True,completed
143,604.0,705.0,101.0,0.0,0.0,4.643,,,0.0,True,completed
125,547.0,708.0,161.0,0.0,0.0,20.028,,,0.0,True,completed
124,539.0,709.0,170.0,0.0,2.0,17.814,,,0.0118,True,completed
120,527.0,711.0,184.0,0.0,0.0,11.875,,,0.0,True,completed
126,547.0,716.0,169.0,0.0,0.0,12.181,,,0.0,True,completed
132,566.0,716.0,150.0,0.0,0.0,9.518,,,0.0,True,completed
115,503.0,721.0,218.0,0.0,0.0,14.399,,,0.0,True,completed
111,488.0,722.0,234.0,0.0,0.0,16.098,,,0.0,True,completed
135,580.0,722.0,142.0,0.0,0.0,8.056,,,0.0,True,completed
119,526.0,725.0,199.0,0.0,8.0,21.86,,,0.0402,True,completed
142,604.0,727.0,123.0,0.0,0.0,7.492,,,0.0,True,completed
136,581.0,733.0,152.0,0.0,0.0,8.319,,,0.0,True,completed
153,648.0,741.0,93.0,0.0,0.0,5.621,,,0.0,True,completed
140,591.0,745.0,154.0,0.0,0.0,10.601,,,0.0,True,completed
156,664.0,749.0,85.0,6.0,6.0,15.528,,,0.0706,True,completed
159,673.0,750.0,77.0,0.0,0.0,5.613,,,0.0,True,completed
138,583.0,754.0,171.0,0.0,0.0,10.239,,,0.0,True,completed
128,550.0,758.0,208.0,0.0,0.0,14.204,,,0.0,True,completed
150,638.0,758.0,120.0,0.0,0.0,7.54,,,0.0,True,completed
154,652.0,759.0,107.0,0.0,0.0,6.768,,,0.0,True,completed
133,571.0,765.0,194.0,0.0,0.0,11.296,,,0.0,True,completed
147,622.0,765.0,143.0,0.0,0.0,10.465,,,0.0,True,completed
144,612.0,770.0,158.0,0.0,0.0,11.894,,,0.0,True,completed
149,638.0,776.0,138.0,0.0,0.0,7.883,,,0.0,True,completed
139,584.0,784.0,200.0,4.0,9.0,29.927,,,0.045,True,completed
148,623.0,803.0,180.0,0.0,0.0,11.91,,,0.0,True,completed
152,645.0,804.0,159.0,0.0,17.0,32.739,,,0.1069,True,completed
155,657.0,810.0,153.0,0.0,0.0,10.352,,,0.0,True,completed
145,617.0,817.0,200.0,0.0,0.0,10.513,,,0.0,True,completed
161,684.0,817.0,133.0,0.0,0.0,7.235,,,0.0,True,completed
163,695.0,821.0,126.0,0.0,0.0,7.89,,,0.0,True,completed
151,640.0,823.0,183.0,7.0,7.0,21.938,,,0.0383,True,completed
171,742.0,838.0,96.0,0.0,0.0,5.875,,,0.0,True,completed
177,756.0,838.0,82.0,0.0,0.0,4.739,,,0.0,True,completed
179,761.0,842.0,81.0,0.0,0.0,4.452,,,0.0,True,completed
181,767.0,851.0,84.0,0.0,0.0,6.668,,,0.0,True,completed
157,666.0,857.0,191.0,19.0,23.0,41.629,,,0.1204,True,completed
186,783.0,862.0,79.0,0.0,0.0,4.605,,,0.0,True,completed
165,707.0,865.0,158.0,0.0,0.0,11.262,,,0.0,True,completed
180,763.0,867.0,104.0,0.0,0.0,7.194,,,0.0,True,completed
170,738.0,869.0,131.0,0.0,0.0,7.025,,,0.0,True,completed
167,731.0,871.0,140.0,0.0,0.0,9.083,,,0.0,True,completed
173,748.0,877.0,129.0,0.0,0.0,10.391,,,0.0,True,completed
160,681.0,879.0,198.0,0.0,0.0,14.431,,,0.0,True,completed
164,706.0,881.0,175.0,8.0,8.0,20.917,,,0.0457,True,completed
146,620.0,882.0,262.0,0.0,0.0,18.931,,,0.0,True,completed
194,808.0,895.0,87.0,0.0,0.0,5.308,,,0.0,True,completed
158,668.0,897.0,229.0,1.0,1.0,21.96,,,0.0044,True,completed
178,760.0,897.0,137.0,1.0,1.0,13.256,,,0.0073,True,completed
166,729.0,901.0,172.0,0.0,0.0,11.276,,,0.0,True,completed
182,767.0,906.0,139.0,0.0,0.0,7.961,,,0.0,True,completed
183,774.0,910.0,136.0,0.0,0.0,11.395,,,0.0,True,completed
175,755.0,912.0,157.0,0.0,0.0,11.259,,,0.0,True,completed
189,795.0,913.0,118.0,0.0,0.0,6.906,,,0.0,True,completed
193,807.0,914.0,107.0,0.0,0.0,6.425,,,0.0,True,completed
176,757.0,925.0,168.0,0.0,0.0,20.114,,,0.0,True,completed
162,695.0,926.0,231.0,0.0,0.0,13.482,,,0.0,True,completed
201,830.0,930.0,100.0,0.0,0.0,6.766,,,0.0,True,completed
168,734.0,941.0,207.0,0.0,0.0,15.78,,,0.0,True,completed
211,863.0,946.0,83.0,0.0,0.0,5.352,,,0.0,True,completed
169,737.0,952.0,215.0,0.0,0.0,14.465,,,0.0,True,completed
196,819.0,958.0,139.0,0.0,0.0,7.709,,,0.0,True,completed
217,883.0,963.0,80.0,0.0,0.0,4.95,,,0.0,True,completed
218,886.0,966.0,80.0,0.0,0.0,4.353,,,0.0,True,completed
188,794.0,971.0,177.0,0.0,0.0,10.986,,,0.0,True,completed
174,752.0,973.0,221.0,1.0,1.0,23.687,,,0.0045,True,completed
213,871.0,974.0,103.0,0.0,0.0,4.98,,,0.0,True,completed
202,837.0,975.0,138.0,0.0,0.0,7.966,,,0.0,True,completed
172,746.0,976.0,230.0,1.0,1.0,18.792,,,0.0043,True,completed
200,825.0,977.0,152.0,0.0,0.0,9.804,,,0.0,True,completed
214,876.0,979.0,103.0,0.0,0.0,8.483,,,0.0,True,completed
198,820.0,981.0,161.0,0.0,0.0,9.453,,,0.0,True,completed
216,877.0,982.0,105.0,14.0,14.0,23.676,,,0.1333,True,completed
207,856.0,983.0,127.0,4.0,4.0,17.739,,,0.0315,True,completed
197,819.0,986.0,167.0,0.0,0.0,12.169,,,0.0,True,completed
224,902.0,986.0,84.0,0.0,0.0,4.423,,,0.0,True,completed
205,848.0,988.0,140.0,0.0,0.0,8.051,,,0.0,True,completed
184,774.0,991.0,217.0,0.0,0.0,17.267,,,0.0,True,completed
210,862.0,995.0,133.0,0.0,0.0,10.729,,,0.0,True,completed
221,894.0,1003.0,109.0,0.0,0.0,14.938,,,0.0,True,completed
191,803.0,1005.0,202.0,13.0,13.0,30.633,,,0.0644,True,completed
223,898.0,1005.0,107.0,0.0,0.0,7.567,,,0.0,True,completed
185,776.0,1007.0,231.0,6.0,6.0,25.802,,,0.026,True,completed
209,861.0,1007.0,146.0,0.0,0.0,9.337,,,0.0,True,completed
192,804.0,1013.0,209.0,0.0,0.0,12.454,,,0.0,True,completed
195,809.0,1016.0,207.0,0.0,0.0,14.255,,,0.0,True,completed
239,938.0,1018.0,80.0,0.0,0.0,10.41,,,0.0,True,completed
187,793.0,1019.0,226.0,0.0,0.0,15.171,,,0.0,True,completed
204,846.0,1021.0,175.0,10.0,10.0,25.356,,,0.0571,True,completed
206,853.0,1025.0,172.0,0.0,0.0,12.479,,,0.0,True,completed
246,966.0,1025.0,59.0,0.0,0.0,5.014,,,0.0,True,completed
203,842.0,1029.0,187.0,0.0,0.0,16.764,,,0.0,True,completed
241,944.0,1029.0,85.0,0.0,0.0,6.313,,,0.0,True,completed
190,802.0,1030.0,228.0,0.0,0.0,18.013,,,0.0,True,completed
208,860.0,1039.0,179.0,0.0,0.0,11.394,,,0.0,True,completed
238,935.0,1041.0,106.0,0.0,0.0,8.195,,,0.0,True,completed
232,926.0,1047.0,121.0,0.0,0.0,10.172,,,0.0,True,completed
219,892.0,1050.0,158.0,0.0,0.0,9.858,,,0.0,True,completed
247,967.0,1050.0,83.0,0.0,0.0,5.677,,,0.0,True,completed
226,913.0,1051.0,138.0,0.0,0.0,9.463,,,0.0,True,completed
234,930.0,1056.0,126.0,0.0,0.0,8.285,,,0.0,True,completed
233,928.0,1060.0,132.0,0.0,0.0,14.677,,,0.0,True,completed
215,876.0,1061.0,185.0,16.0,16.0,36.066,,,0.0865,True,completed
240,940.0,1061.0,121.0,0.0,0.0,9.767,,,0.0,True,completed
212,865.0,1068.0,203.0,0.0,1.0,14.621,,,0.0049,True,completed
242,949.0,1068.0,119.0,0.0,0.0,7.946,,,0.0,True,completed
257,1001.0,1068.0,67.0,0.0,0.0,4.209,,,0.0,True,completed
248,971.0,1071.0,100.0,0.0,0.0,5.038,,,0.0,True,completed
220,892.0,1079.0,187.0,0.0,7.0,25.117,,,0.0374,True,completed
225,903.0,1080.0,177.0,0.0,0.0,10.482,,,0.0,True,completed
235,931.0,1081.0,150.0,0.0,0.0,9.357,,,0.0,True,completed
264,1017.0,1090.0,73.0,18.0,18.0,24.465,,,0.2466,True,completed
236,933.0,1098.0,165.0,0.0,0.0,9.944,,,0.0,True,completed
199,820.0,1101.0,281.0,0.0,0.0,20.57,,,0.0,True,completed
250,978.0,1101.0,123.0,0.0,0.0,6.588,,,0.0,True,completed
231,926.0,1106.0,180.0,2.0,2.0,14.529,,,0.0111,True,completed
253,988.0,1106.0,118.0,0.0,0.0,7.034,,,0.0,True,completed
263,1016.0,1106.0,90.0,0.0,0.0,7.699,,,0.0,True,completed
266,1018.0,1106.0,88.0,0.0,0.0,5.301,,,0.0,True,completed
267,1019.0,1113.0,94.0,0.0,0.0,8.091,,,0.0,True,completed
280,1055.0,1113.0,58.0,0.0,0.0,3.523,,,0.0,True,completed
230,924.0,1116.0,192.0,0.0,0.0,10.466,,,0.0,True,completed
255,993.0,1118.0,125.0,0.0,0.0,10.271,,,0.0,True,completed
256,1001.0,1119.0,118.0,0.0,0.0,8.671,,,0.0,True,completed
245,960.0,1120.0,160.0,11.0,12.0,25.799,,,0.075,True,completed
227,918.0,1125.0,207.0,0.0,16.0,37.639,,,0.0773,True,completed
244,957.0,1125.0,168.0,0.0,0.0,10.781,,,0.0,True,completed
261,1009.0,1125.0,116.0,0.0,0.0,21.461,,,0.0,True,completed
249,972.0,1126.0,154.0,0.0,0.0,10.592,,,0.0,True,completed
228,920.0,1129.0,209.0,0.0,0.0,11.773,,,0.0,True,completed
237,934.0,1130.0,196.0,0.0,0.0,13.13,,,0.0,True,completed
271,1030.0,1130.0,100.0,0.0,0.0,6.347,,,0.0,True,completed
243,950.0,1133.0,183.0,5.0,5.0,19.182,,,0.0273,True,completed
222,897.0,1139.0,242.0,0.0,0.0,16.808,,,0.0,True,completed
269,1027.0,1139.0,112.0,0.0,0.0,5.281,,,0.0,True,completed
296,1093.0,1145.0,52.0,0.0,0.0,3.815,,,0.0,True,completed
262,1009.0,1147.0,138.0,0.0,0.0,9.058,,,0.0,True,completed
282,1057.0,1149.0,92.0,0.0,0.0,6.391,,,0.0,True,completed
229,922.0,1153.0,231.0,0.0,0.0,13.426,,,0.0,True,completed
275,1043.0,1160.0,117.0,0.0,0.0,7.781,,,0.0,True,completed
260,1008.0,1163.0,155.0,0.0,0.0,12.996,,,0.0,True,completed
277,1045.0,1163.0,118.0,0.0,0.0,5.538,,,0.0,True,completed
288,1073.0,1164.0,91.0,10.0,10.0,20.058,,,0.1099,True,completed
272,1032.0,1168.0,136.0,0.0,0.0,8.694,,,0.0,True,completed
268,1024.0,1173.0,149.0,0.0,0.0,9.302,,,0.0,True,completed
251,978.0,1175.0,197.0,0.0,0.0,15.373,,,0.0,True,completed
276,1044.0,1177.0,133.0,0.0,0.0,8.95,,,0.0,True,completed
252,978.0,1182.0,204.0,0.0,0.0,12.336,,,0.0,True,completed
293,1087.0,1188.0,101.0,0.0,0.0,5.255,,,0.0,True,completed
311,1139.0,1191.0,52.0,0.0,0.0,3.697,,,0.0,True,completed
278,1050.0,1195.0,145.0,0.0,0.0,8.996,,,0.0,True,completed
291,1080.0,1197.0,117.0,0.0,0.0,7.956,,,0.0,True,completed
283,1061.0,1201.0,140.0,0.0,0.0,8.864,,,0.0,True,completed
281,1055.0,1207.0,152.0,12.0,12.0,28.2,,,0.0789,True,completed
301,1117.0,1208.0,91.0,0.0,0.0,7.374,,,0.0,True,completed
303,1127.0,1210.0,83.0,0.0,0.0,5.029,,,0.0,True,completed
259,1006.0,1215.0,209.0,0.0,0.0,18.583,,,0.0,True,completed
273,1040.0,1216.0,176.0,0.0,0.0,11.084,,,0.0,True,completed
300,1110.0,1216.0,106.0,0.0,0.0,6.086,,,0.0,True,completed
305,1128.0,1219.0,91.0,0.0,0.0,5.66,,,0.0,True,completed
265,1017.0,1225.0,208.0,0.0,0.0,13.174,,,0.0,True,completed
258,1003.0,1229.0,226.0,0.0,0.0,13.557,,,0.0,True,completed
320,1160.0,1234.0,74.0,0.0,0.0,3.214,,,0.0,True,completed
287,1072.0,1235.0,163.0,0.0,0.0,10.832,,,0.0,True,completed
285,1069.0,1236.0,167.0,0.0,0.0,11.348,,,0.0,True,completed
270,1029.0,1242.0,213.0,0.0,0.0,19.483,,,0.0,True,completed
306,1129.0,1243.0,114.0,0.0,0.0,13.847,,,0.0,True,completed
274,1041.0,1244.0,203.0,0.0,0.0,14.125,,,0.0,True,completed
286,1070.0,1246.0,176.0,0.0,0.0,11.461,,,0.0,True,completed
289,1076.0,1249.0,173.0,0.0,0.0,14.646,,,0.0,True,completed
294,1087.0,1250.0,163.0,0.0,0.0,8.825,,,0.0,True,completed
299,1103.0,1250.0,147.0,0.0,0.0,7.363,,,0.0,True,completed
298,1096.0,1251.0,155.0,5.0,5.0,18.452,,,0.0323,True,completed
254,991.0,1255.0,264.0,0.0,0.0,19.534,,,0.0,True,completed
290,1078.0,1259.0,181.0,0.0,0.0,14.296,,,0.0,True,completed
315,1151.0,1259.0,108.0,4.0,4.0,13.653,,,0.037,True,completed
279,1054.0,1262.0,208.0,0.0,0.0,13.1,,,0.0,True,completed
331,1185.0,1269.0,84.0,0.0,0.0,4.747,,,0.0,True,completed
292,1081.0,1270.0,189.0,0.0,0.0,15.829,,,0.0,True,completed
295,1087.0,1274.0,187.0,0.0,3.0,19.327,,,0.016,True,completed
304,1127.0,1276.0,149.0,0.0,0.0,12.073,,,0.0,True,completed
307,1131.0,1276.0,145.0,0.0,0.0,8.462,,,0.0,True,completed
297,1096.0,1282.0,186.0,9.0,9.0,21.428,,,0.0484,True,completed
340,1204.0,1282.0,78.0,0.0,0.0,4.07,,,0.0,True,completed
342,1205.0,1290.0,85.0,0.0,0.0,6.147,,,0.0,True,completed
321,1160.0,1293.0,133.0,0.0,0.0,9.9,,,0.0,True,completed
322,1161.0,1293.0,132.0,0.0,0.0,10.325,,,0.0,True,completed
312,1144.0,1298.0,154.0,0.0,0.0,10.257,,,0.0,True,completed
356,1240.0,1299.0,59.0,0.0,0.0,4.416,,,0.0,True,completed
302,1125.0,1300.0,175.0,0.0,0.0,10.442,,,0.0,True,completed
313,1146.0,1305.0,159.0,0.0,0.0,10.75,,,0.0,True,completed
345,1214.0,1306.0,92.0,0.0,0.0,6.104,,,0.0,True,completed
318,1158.0,1308.0,150.0,0.0,0.0,14.746,,,0.0,True,completed
308,1131.0,1318.0,187.0,0.0,10.0,23.843,,,0.0535,True,completed
336,1198.0,1321.0,123.0,0.0,0.0,6.738,,,0.0,True,completed
347,1218.0,1323.0,105.0,0.0,0.0,8.402,,,0.0,True,completed
309,1133.0,1324.0,191.0,0.0,0.0,10.653,,,0.0,True,completed
317,1153.0,1329.0,176.0,0.0,0.0,12.532,,,0.0,True,completed
326,1176.0,1332.0,156.0,0.0,0.0,10.328,,,0.0,True,completed
327,1178.0,1332.0,154.0,0.0,0.0,11.869,,,0.0,True,completed
319,1159.0,1333.0,174.0,0.0,20.0,33.283,,,0.1149,True,completed
314,1146.0,1334.0,188.0,0.0,0.0,10.155,,,0.0,True,completed
334,1194.0,1338.0,144.0,0.0,0.0,9.792,,,0.0,True,completed
337,1199.0,1339.0,140.0,0.0,0.0,7.959,,,0.0,True,completed
284,1068.0,1340.0,272.0,0.0,0.0,23.091,,,0.0,True,completed
341,1206.0,1344.0,138.0,0.0,2.0,12.746,,,0.0145,True,completed
361,1254.0,1345.0,91.0,0.0,0.0,5.711,,,0.0,True,completed
316,1152.0,1348.0,196.0,17.0,17.0,29.882,,,0.0867,True,completed
338,1199.0,1353.0,154.0,0.0,0.0,14.31,,,0.0,True,completed
370,1275.0,1353.0,78.0,0.0,0.0,4.716,,,0.0,True,completed
325,1176.0,1356.0,180.0,0.0,6.0,21.758,,,0.0333,True,completed
328,1179.0,1357.0,178.0,0.0,0.0,17.005,,,0.0,True,completed
310,1134.0,1358.0,224.0,0.0,0.0,15.127,,,0.0,True,completed
362,1259.0,1358.0,99.0,0.0,0.0,9.689,,,0.0,True,completed
344,1214.0,1361.0,147.0,0.0,0.0,8.903,,,0.0,True,completed
330,1183.0,1363.0,180.0,0.0,0.0,13.125,,,0.0,True,completed
372,1277.0,1365.0,88.0,1.0,1.0,8.948,,,0.0114,True,completed
390,1312.0,1365.0,53.0,0.0,0.0,3.796,,,0.0,True,completed
353,1228.0,1367.0,139.0,0.0,0.0,7.826,,,0.0,True,completed
360,1249.0,1369.0,120.0,0.0,0.0,5.843,,,0.0,True,completed
329,1181.0,1373.0,192.0,0.0,0.0,12.124,,,0.0,True,completed
355,1230.0,1374.0,144.0,2.0,2.0,13.575,,,0.0139,True,completed
365,1265.0,1376.0,111.0,0.0,0.0,14.597,,,0.0,True,completed
385,1298.0,1380.0,82.0,0.0,0.0,4.927,,,0.0,True,completed
324,1165.0,1384.0,219.0,1.0,1.0,17.759,,,0.0046,True,completed
339,1204.0,1384.0,180.0,3.0,3.0,19.205,,,0.0167,True,completed
352,1226.0,1384.0,158.0,5.0,5.0,18.419,,,0.0316,True,completed
333,1193.0,1388.0,195.0,0.0,6.0,22.035,,,0.0308,True,completed
335,1196.0,1391.0,195.0,0.0,0.0,16.216,,,0.0,True,completed
346,1216.0,1391.0,175.0,16.0,16.0,28.561,,,0.0914,True,completed
332,1188.0,1393.0,205.0,0.0,0.0,18.684,,,0.0,True,completed
376,1287.0,1396.0,109.0,1.0,1.0,11.011,,,0.0092,True,completed
357,1243.0,1399.0,156.0,0.0,0.0,14.596,,,0.0,True,completed
358,1244.0,1401.0,157.0,0.0,0.0,8.187,,,0.0,True,completed
384,1297.0,1401.0,104.0,0.0,0.0,5.335,,,0.0,True,completed
351,1224.0,1402.0,178.0,0.0,0.0,12.026,,,0.0,True,completed
366,1270.0,1402.0,132.0,0.0,0.0,10.127,,,0.0,True,completed
